index,Value,xgb_dart_x,xgb_dart_y,xgb_dart_x,xgb_dart_y,xgb_dart_x,xgb_dart_y,xgb_dart_x,xgb_dart_y,xgb_dart_x,xgb_dart_y,xgb_dart
16,2.952163652,2.56000900269,2.80389642715,2.81225156784,2.94599747658,2.72323560715,2.94247913361,2.69844794273,2.72819375992,2.82663631439,2.78932857513,2.88392591476
17,3.068079987,2.91384744644,2.76699280739,2.81296825409,2.76277637482,2.78302693367,2.85791492462,2.75155711174,2.68752789497,2.93767118454,2.87851238251,2.83092617989
18,2.652616912,2.82325005531,2.87647771835,2.8134958744,2.68285250664,2.87906885147,2.84096693993,2.76201319695,2.88378548622,2.79959416389,2.8299703598,2.96082472801
19,2.954648254,2.91801214218,2.82804775238,2.80356431007,2.88519310951,2.79881191254,2.97068405151,2.85507059097,2.8998529911,2.95851683617,2.90325880051,2.74580097198
20,2.739788864,2.72960829735,2.79049301147,2.77955627441,2.71811318398,2.77621054649,2.79490423203,2.73434448242,2.79148888588,2.91224431992,2.77740859985,2.88314461708
21,2.908289216,2.93493771553,2.86612772942,2.7746617794,2.78103160858,2.87052464485,2.85539102554,2.88645172119,2.90348911285,2.78989648819,2.8430314064,2.86976289749
22,2.911308341,2.91998434067,2.91580104828,2.8002011776,2.70212483406,2.84609127045,2.88054227829,2.84064531326,2.79213929176,2.86856198311,2.92465162277,2.91400361061
23,2.77797922,2.72985506058,2.83957982063,2.81591701508,2.80347895622,2.77760982513,2.76604318619,2.71034574509,2.83435463905,2.75356817245,2.77901482582,2.79496860504
24,2.561720852,2.86045265198,2.80746269226,2.78048229218,2.62899208069,2.71151065826,2.88049221039,2.71571159363,2.73653721809,2.9084956646,2.71836686134,2.72113013268
25,2.751734564,2.82464337349,2.81296944618,2.79772758484,2.7688536644,2.77692818642,2.77414560318,2.81878519058,2.84658932686,2.85087585449,2.78890705109,2.66049194336
26,3.018343098,2.77476096153,2.74434328079,2.75163435936,2.92626833916,2.78437757492,2.7348921299,2.7618598938,2.88914847374,2.63481664658,2.7146396637,2.78171944618
27,2.69196539,2.82834768295,2.77394652367,2.8026034832,2.66353964806,2.80119228363,2.81466388702,2.66073942184,2.76160240173,2.79255890846,2.79856801033,2.70227861404
28,2.722004799,2.82362318039,2.71571516991,2.80032610893,2.74949908257,2.81197857857,2.80037975311,2.8254108429,2.80447220802,2.71812415123,2.8536298275,2.74129867554
29,2.769098405,2.73204708099,2.90598320961,2.81430649757,2.86356902122,2.70685863495,2.75817394257,2.76593804359,2.75021910667,2.84234952927,2.76487970352,2.75256037712
30,2.649478629,2.82988595963,2.87254190445,2.84758138657,2.8136537075,2.81182980537,2.87258577347,2.80193066597,2.58335781097,2.69431185722,2.90084791183,2.83287358284
31,2.962306311,2.74820160866,2.71947479248,2.77361488342,2.8810813427,2.74041414261,2.70550966263,2.78981208801,2.76328849792,2.70393538475,2.83726739883,2.83791875839
32,2.732028564,2.79938745499,2.86495661736,2.79095387459,2.67894887924,2.7444217205,2.77208518982,2.67910718918,2.73764038086,2.77303051949,2.95406770706,2.85216903687
33,2.94724567,2.94977474213,2.95092630386,2.78761863708,2.91742062569,2.93697977066,2.96003341675,2.95731139183,2.9262213707,2.94743585587,2.94476604462,2.98394346237
34,2.94724567,2.72381520271,2.94613361359,2.7798037529,2.93296980858,2.9412522316,2.95109295845,2.92952799797,2.94469547272,2.95056200027,2.94160652161,2.99854254723
35,2.877755523,2.87579798698,2.87444019318,2.90251374245,2.87729334831,2.85386514664,2.88035297394,2.79753446579,2.84635996819,2.87643861771,2.87584280968,2.87279844284
36,2.877755523,2.95507836342,2.87539672852,2.89763426781,2.87678480148,2.86741232872,2.87751984596,2.81456947327,2.8542714119,2.87895298004,2.87747836113,2.87668657303
37,2.975450932,2.87564134598,2.97152471542,2.9013645649,3.0172317028,2.94670295715,2.9649579525,2.9865732193,2.9210164547,2.95462727547,2.96885967255,2.97643351555
38,2.975450932,2.93787670135,2.97736144066,2.85795402527,2.99880886078,2.92603111267,2.9746940136,2.95861387253,2.90552520752,2.96964812279,2.9728102684,2.98520326614
39,2.783130311,2.88968873024,2.85339641571,2.90003657341,2.78576779366,2.79066324234,2.79456090927,2.83014202118,2.76821637154,2.78864216805,2.79028868675,2.82318639755
40,2.783130311,2.88633704185,2.84582400322,2.90243601799,2.79045629501,2.78917264938,2.79040122032,2.82888889313,2.77498626709,2.78173899651,2.79491782188,2.83576154709
41,2.834119417,2.68308091164,2.86270570755,2.89723777771,2.81683301926,2.84066224098,2.83040094376,2.83568429947,2.79666042328,2.87991452217,2.83039450645,2.83615970612
42,2.834119417,3.03086328506,2.84546279907,2.89443230629,2.8255918026,2.85793566704,2.83515810966,2.86658167839,2.79192018509,2.90761733055,2.82842540741,2.84195709229
43,3.133830561,2.91130542755,3.08531308174,2.91851353645,3.12744307518,3.11123371124,3.12791347504,3.09303975105,3.05532956123,3.12109351158,3.10299396515,3.07363557816
44,3.133830561,2.90972852707,3.07016611099,2.92625021935,3.12391376495,3.11282849312,3.12897896767,3.09860873222,3.05542206764,3.10605192184,3.07648015022,3.08259987831
45,2.845201545,2.95686221123,2.85377287865,2.90720438957,2.85155105591,2.83949899673,2.85253047943,2.81066346169,2.79259681702,2.84346938133,2.84717679024,2.87279367447
46,2.845201545,2.96517848969,2.8508810997,2.90786767006,2.84976053238,2.8424642086,2.84684896469,2.80887889862,2.81326985359,2.84048509598,2.84611964226,2.88511872292
47,2.804543811,2.84550070763,2.84603977203,2.93674111366,2.80209112167,2.80097293854,2.8048722744,2.87646508217,2.77338409424,2.81213736534,2.80459713936,2.90539169312
48,2.804543811,2.96770691872,2.82339119911,2.9196896553,2.80882334709,2.81234145164,2.80511784554,2.83469367027,2.77491950989,2.80848073959,2.80527210236,2.86334896088
49,3.291524705,2.75834560394,3.12570691109,2.99153971672,3.2233684063,3.0920753479,3.15879821777,3.10164761543,3.06316685677,3.16203808784,3.16105723381,3.09036922455
50,3.291524705,2.8738193512,3.10809135437,3.01145648956,3.20958757401,3.08317470551,3.18533849716,3.03964471817,3.05886816978,3.15598106384,3.16580176353,3.06914901733
51,2.96803747,2.80207443237,2.9923210144,3.04548430443,2.95442962646,2.93471479416,2.95762991905,2.92832541466,2.86310434341,2.98204827309,2.97172689438,2.94543170929
52,2.96803747,2.98105239868,2.98674106598,3.06788158417,2.96427702904,2.96487927437,2.95928502083,2.93404841423,2.85929298401,2.98187851906,2.9716694355,2.9097468853
53,2.864424125,2.86380195618,2.88084101677,2.92001318932,2.86712050438,2.86979532242,2.905834198,2.86025333405,2.8676173687,2.90780210495,2.87461781502,2.94620800018
54,2.864424125,2.93121480942,2.87213301659,2.92708015442,2.86652350426,2.86622309685,2.8842830658,2.86534070969,2.86356735229,2.90003108978,2.86442708969,2.90029835701
55,3.172917341,2.9334666729,3.07285523415,2.90784740448,3.15827488899,3.07408189774,3.08720707893,3.08418869972,3.02001070976,3.12897443771,3.12374520302,3.08107614517
56,3.172917341,2.97084498405,3.09534740448,2.92616581917,3.17800569534,3.10430860519,3.09831595421,3.10113549232,3.07181596756,3.13688921928,3.0938410759,3.08790755272
57,2.999257371,2.94290018082,2.98631811142,2.93861174583,2.98445177078,3.0137462616,2.99978518486,2.91894388199,2.95479297638,3.0018863678,2.99368643761,3.02329659462
58,2.999257371,3.00970220566,2.96799874306,2.92328572273,2.98471140862,2.98530554771,3.00135207176,2.91843056679,2.98163127899,3.01075935364,2.9978260994,3.01752853394
59,3.037601015,2.90937995911,2.75654172897,2.78940987587,2.885171175,2.73488783836,2.66383004189,2.67854428291,2.7346265316,2.8827881813,2.78263401985,2.71736049652
60,2.698237117,2.77570056915,2.85192418098,2.82731056213,2.69901680946,2.77913093567,2.83014678955,2.82058477402,2.77215027809,2.98398351669,2.88482117653,2.77820134163
61,2.465032837,2.76538610458,2.87055563927,2.83730101585,2.73218727112,2.72651648521,2.9500875473,2.79904580116,2.83173894882,2.75476264954,2.83564639091,2.85456895828
62,3.102291784,2.89134550095,2.80932617188,2.68887829781,3.06933188438,2.72148180008,2.67613935471,2.64658164978,2.75213384628,2.80650877953,2.81641316414,2.6026468277
63,2.77379164,2.88922405243,2.68507909775,2.74791669846,2.83338093758,2.31669282913,2.72196030617,2.76926803589,2.7154276371,2.63558268547,2.88245844841,2.69540405273
64,2.593500139,2.64812970161,2.77033853531,2.77341365814,2.66476535797,2.8424179554,2.66427993774,2.71363687515,2.72870588303,2.76793622971,2.80094456673,2.71025466919
65,2.623930919,2.55286026001,2.83143186569,2.73761034012,2.7072532177,2.75956630707,2.66330432892,2.7790389061,2.77682757378,2.74666714668,2.77439188957,2.7855079174
66,2.615979225,2.6622877121,2.69158864021,2.74993038177,2.86118221283,2.85760736465,2.68212485313,2.72522807121,2.69402980804,2.6294939518,2.82217669487,2.76842403412
67,2.625093932,2.84655117989,2.80786943436,2.74578118324,2.65470600128,2.78055214882,2.68967294693,2.67818379402,2.66982245445,2.78978919983,3.00354290009,2.73678970337
68,2.701172087,3.01516819,2.79202246666,2.74344992638,2.93547487259,2.78427028656,2.66887784004,2.74421405792,2.66031765938,2.58165812492,3.01656365395,2.7313170433
69,2.716429837,2.77517104149,2.75808882713,2.77341365814,2.66753602028,2.86149024963,2.66939425468,2.72713971138,2.73541903496,2.65724635124,2.76183271408,2.73662447929
70,2.774193057,2.90037178993,2.76604175568,2.74275612831,2.77606797218,2.85046172142,2.73313331604,2.74517250061,2.51492834091,2.860247612,2.92214131355,2.73598098755
71,2.578657692,2.76887202263,2.84125566483,2.83461356163,2.75361442566,2.84179162979,2.89363121986,2.87389492989,2.80596470833,2.73508882523,2.73314785957,2.93319749832
72,2.898557361,2.90250992775,2.79240608215,2.81403326988,2.75266504288,2.85838961601,2.77782702446,2.84253931046,2.7033970356,2.74504423141,2.73457574844,2.72720456123
73,3.241420861,2.90042424202,2.77780485153,2.78623056412,2.9100818634,2.84717106819,2.74170899391,2.69113707542,2.82350802422,2.94460654259,2.70517992973,2.70548796654
74,2.987806723,2.81803917885,2.89921045303,2.97067141533,2.9784309864,2.93352198601,2.92600655556,2.83240795135,2.92681074142,2.99360179901,2.86154794693,2.95580244064
75,2.86922614,2.80423426628,2.74665498734,2.94107818604,2.85041165352,2.93483042717,2.91908931732,2.89522004128,3.00315546989,2.80045723915,2.88031506538,2.88766407967
76,2.917692051,2.75090312958,2.72010231018,2.86852359772,2.76793789864,2.82324171066,2.86074566841,2.97727489471,2.80097842216,2.91668105125,2.68988513947,2.90598964691
77,2.681241659,2.80996417999,2.71562123299,2.94859647751,2.74691581726,2.7430036068,2.74257326126,2.78392744064,2.98389339447,2.66936135292,2.75389480591,2.94456744194
78,2.87105248,2.81904363632,2.83574843407,2.91673493385,2.91928863525,2.91010427475,2.87966823578,3.03396773338,2.908015728,2.84022712708,2.79820871353,2.99042606354
79,2.932151841,2.86922073364,2.72721600533,2.88940763474,2.66678023338,2.84316062927,2.85970664024,2.96743822098,2.97692346573,2.90305423737,2.83880496025,2.82780098915
80,2.858548119,3.00654387474,2.83619809151,2.88619661331,2.88564682007,2.92407631874,2.90994119644,2.96875190735,2.75562024117,2.85507321358,2.89973330498,2.90834069252
81,3.167575394,2.91088342667,2.82963442802,2.92252755165,3.04116010666,2.77757024765,2.88478899002,2.78588604927,2.85819196701,2.9271337986,2.87653517723,2.89182138443
82,2.738104156,2.87863612175,2.86187767982,2.96307754517,2.8900346756,3.00319123268,2.92571687698,2.95878505707,3.04343080521,3.04319906235,2.93576955795,2.91850280762
83,3.172648015,2.85566973686,2.81080174446,2.95750975609,2.96135163307,2.85481476784,2.84246754646,2.95403528214,2.991751194,2.94986581802,2.82329344749,2.94855475426
84,2.903242549,2.76237988472,2.82803463936,2.96699309349,2.81787157059,2.93900871277,2.90684700012,2.7468457222,2.86530280113,2.93237805367,2.95879125595,2.87520861626
85,2.911705985,2.95522904396,2.82474398613,2.94107818604,2.96880984306,3.02887392044,2.93063211441,2.92903447151,2.92572426796,2.87402153015,2.96579051018,2.94922804832
86,2.94275933,2.83101034164,2.86656308174,2.92794179916,2.90390777588,2.86820435524,2.86157155037,3.0495300293,2.87494134903,2.75173974037,2.83399820328,2.87200331688
87,2.634258398,2.73803091049,2.77451920509,2.78563451767,2.66161751747,2.94935417175,2.67778921127,2.93589425087,2.76516294479,2.53903436661,2.44501471519,2.77578234673
88,3.315515136,2.90107727051,3.19644236565,3.01962828636,3.25151872635,3.10877871513,3.14508938789,3.0716381073,3.13744306564,3.20255351067,3.08216524124,3.14411902428
89,3.315515136,2.8462805748,3.16410923004,3.01829481125,3.24175405502,3.16636872292,3.13102841377,3.11941552162,3.14421844482,3.20110154152,3.05990982056,3.140645504
90,3.190142773,2.93478250504,3.02219581604,2.94138455391,2.90024733543,2.82177090645,3.0657749176,2.93319559097,2.90026736259,2.89360976219,2.77278447151,2.97146248817
91,2.848968417,2.95277428627,2.87479662895,2.86194968224,2.83551716805,2.87667250633,2.88392305374,2.83159685135,2.88954663277,2.84595608711,2.85029149055,2.89977860451
92,2.848968417,2.9630177021,2.8802344799,2.89035582542,2.84036946297,2.88590598106,2.89184856415,2.84293150902,2.90030288696,2.83821797371,2.85081481934,2.87983226776
93,2.968626496,2.92221808434,2.97844576836,2.93540382385,2.94813966751,2.96522164345,2.97298836708,3.00162982941,2.96492505074,2.97283577919,2.93800258636,2.97655320168
94,2.968626496,2.91369915009,2.97037887573,2.94093775749,2.95707130432,2.95061182976,2.97788739204,2.99475598335,2.96528410912,2.97091150284,2.94937205315,2.97344183922
95,2.833847981,2.95179271698,2.90478229523,2.84507656097,2.83455276489,2.83805251122,2.83325791359,2.82898235321,2.86009097099,2.83297920227,2.83766841888,2.85318613052
96,2.833847981,2.73175406456,2.88491797447,2.82960820198,2.83492541313,2.84883356094,2.83175992966,2.80036640167,2.84844064713,2.83649206161,2.83630490303,2.84690666199
97,2.797418875,2.76944065094,2.80036950111,2.82898640633,2.85878324509,2.75800323486,2.8273499012,2.86692094803,2.85932564735,2.82652688026,2.91235613823,2.8638920784
98,2.914493936,2.82943725586,2.70940518379,2.79331851006,2.69347047806,2.75413346291,2.86001992226,2.84442424774,2.72297739983,2.77706241608,2.92224550247,2.76309847832
99,2.690286106,2.85924983025,2.56994152069,2.78261041641,2.82959246635,2.80496931076,2.63857841492,2.85423517227,2.74443721771,2.72180700302,2.6027879715,2.99448895454
100,2.570733582,2.80870389938,2.65245175362,2.76363372803,2.64018702507,2.74299812317,2.66251802444,2.75188589096,2.73617863655,2.77005004883,2.74726366997,2.77585887909
101,2.805351298,2.77223825455,2.74371194839,2.77465605736,2.80340600014,2.82772397995,2.62797188759,2.76985645294,2.66877317429,2.87281918526,2.77396392822,2.69054698944
102,2.477765258,2.87144970894,2.87211608887,2.82729458809,2.55559277534,2.94763946533,2.78943824768,2.78370141983,2.8276283741,2.73351454735,2.83748221397,2.8277990818
103,2.931318458,2.84676218033,2.92143511772,2.95742583275,2.91391539574,2.92735028267,2.98876142502,2.92223596573,2.97278261185,2.92949271202,2.9168908596,2.98911476135
104,2.931318458,2.78998923302,2.93013238907,2.97141265869,2.91236662865,2.93500089645,2.97580528259,2.9292538166,2.95477342606,2.92743110657,2.9283490181,2.98393249512
105,2.855838648,2.73161172867,2.75026798248,2.78166937828,3.02161598206,2.83840942383,2.60629963875,2.76950836182,2.70692300797,2.76375460625,2.89675855637,2.79298686981
106,2.523999419,2.7328004837,2.7804684639,2.73194980621,2.56136631966,2.91836667061,2.68916702271,2.66646313667,2.69893240929,2.77168035507,2.63731694221,2.54153013229
107,2.48745372,2.82097911835,2.70660829544,2.78882718086,2.72155570984,2.80183053017,2.58637166023,2.72418093681,2.80707097054,2.68514251709,2.67267656326,2.79251909256
108,2.804331076,2.69128036499,2.8260910511,2.74970936775,2.91715955734,2.75956225395,2.56091117859,2.76741051674,2.79129838943,2.71879601479,2.69138479233,2.76950645447
109,3.018355269,2.91308808327,2.83326816559,2.77990674973,2.76267313957,2.92793345451,2.93816375732,2.71876978874,2.83921861649,2.84993672371,2.79028153419,2.78478002548
110,3.180054898,2.90276622772,2.66037416458,2.81168341637,2.90361976624,2.78102302551,2.68476271629,2.72639536858,2.76137948036,2.75439691544,2.94815826416,2.78462195396
111,2.814487545,2.91840410233,2.91354942322,2.8432161808,2.75107717514,2.99963092804,2.80906462669,2.87127256393,2.79953551292,2.81118369102,2.93461203575,2.86890554428
112,3.051406034,3.01224136353,2.75059962273,2.68214440346,2.78387951851,2.80142664909,2.68263173103,2.86211585999,2.75622177124,2.77515888214,2.55586338043,2.73708486557
113,2.676581235,2.84688591957,2.73160076141,2.64147639275,2.6665725708,2.81673645973,2.71295022964,2.81214809418,2.72912454605,2.85364603996,2.84808373451,2.76972031593
114,2.592809898,2.76538157463,2.79857826233,2.68196105957,2.83776521683,2.77728796005,2.79791259766,2.89851427078,2.72772479057,2.86005067825,2.81251835823,2.75921034813
115,2.96242914,2.96622419357,2.83372354507,2.65858149529,2.71843075752,2.81402277946,2.70681858063,2.93105125427,2.66279125214,2.86642193794,2.73307156563,2.70365285873
116,2.721445239,3.08403325081,2.87839126587,2.71023702621,2.69366359711,2.90939807892,2.76106619835,2.81681632996,2.7229642868,2.78224682808,2.82139229774,2.68208289146
117,2.968850879,2.83436322212,2.43315458298,2.67139983177,3.0113670826,2.74081325531,2.84097027779,2.68344640732,2.67439818382,2.86272954941,2.6937456131,2.71349287033
118,2.860807064,2.7262275219,2.74283790588,2.67333745956,2.55681395531,2.77150416374,2.85034370422,2.65464997292,2.91063022614,2.90331816673,2.78928303719,2.80128526688
119,2.51781636,2.79131174088,2.75776171684,2.72504639626,2.80145645142,2.83543086052,2.97061920166,2.83880805969,2.78729772568,2.7805891037,2.87954449654,2.90838241577
120,2.550092028,2.83273601532,2.78277277946,2.71554946899,2.6288318634,2.87438035011,2.58560347557,2.76209449768,2.91444158554,2.53429841995,2.65047836304,2.6788790226
121,2.552244475,2.81689763069,2.6308991909,2.78300952911,2.66024589539,2.76589441299,2.61303877831,2.77899980545,2.71530342102,2.56358885765,2.65241217613,2.656863451
122,2.836407742,2.80972743034,2.73374414444,2.67038440704,2.88449907303,2.78066444397,2.73382425308,2.6196782589,2.79811620712,2.53135180473,2.68258738518,2.6645424366
123,2.680611836,2.85402107239,2.66417860985,2.6730453968,2.64575028419,2.8402671814,2.7126121521,2.70813179016,2.88784885406,2.54575657845,2.73049211502,2.70298552513
124,2.747073739,2.6851131916,2.66140913963,2.75106883049,2.67383384705,2.7355799675,2.57029700279,2.66587543488,2.7961769104,2.78550338745,2.77935600281,2.70854854584
125,2.613716775,2.74365615845,2.65855622292,2.70121335983,2.6632361412,2.7021791935,2.91103029251,2.71497273445,2.70862531662,3.07320952415,2.70996403694,2.74254322052
126,2.633580801,2.79694604874,2.73706626892,2.80499768257,2.61335730553,2.84888863564,2.78151416779,2.79396390915,2.70837235451,2.86009407043,2.81024813652,2.75544643402
127,2.720294639,2.98576307297,2.77213287354,2.89291572571,2.67713356018,2.75990319252,2.51945209503,2.69175839424,2.71521806717,2.87377381325,2.72230291367,2.69922876358
128,2.81364699,2.81411552429,2.75500512123,2.86445355415,3.00778985023,2.78202557564,2.70315504074,2.72308468819,2.72940993309,2.70233035088,2.63808703423,2.76128745079
129,2.652038447,2.76800441742,2.65563392639,2.75459766388,2.72346806526,2.781727314,2.76399946213,2.79271221161,2.80415892601,2.76062226295,2.60798239708,2.73470211029
130,2.733161914,2.7961537838,2.71772623062,2.74107336998,2.63816642761,2.52604699135,2.57430911064,2.76915788651,2.80290055275,2.91750717163,2.68610286713,2.53825807571
131,2.526530336,2.71220993996,2.61623764038,2.71228265762,2.63836336136,2.73588442802,2.79828238487,2.65418577194,2.81777906418,2.67116069794,2.7544631958,2.67826128006
132,2.966771091,2.84655952454,2.7765917778,2.71036577225,2.92680859566,2.84353303909,2.65630602837,2.85309767723,2.43128347397,2.72189188004,2.6950905323,2.47110915184
133,2.70988517,2.68233418465,2.64636182785,2.672519207,2.8090467453,2.8183889389,2.87369537354,2.63543772697,2.72727227211,2.86994624138,2.72325253487,2.75064086914
134,2.753849356,2.80702590942,2.77554821968,2.71287894249,2.68959212303,2.85204458237,2.77509903908,2.68411517143,2.88841915131,2.88196706772,2.77227377892,2.7099416256
135,3.293657966,3.06638479233,2.8782248497,2.87787747383,3.12091183662,2.83277511597,2.92563009262,2.63834929466,2.65727519989,3.16113257408,2.87647747993,2.77733874321
136,2.727910633,2.84234833717,2.83169436455,2.93184113503,2.86684370041,2.75440955162,2.86035895348,2.96830296516,2.73162150383,2.82669472694,2.91162204742,2.98345279694
137,3.212445451,3.0442905426,2.74394059181,2.82260918617,2.90076470375,2.81280374527,2.65586686134,2.8057718277,2.82746624947,2.61151075363,2.77464604378,2.75361275673
138,2.392132212,2.75608348846,2.67514109612,2.88873553276,2.65585947037,2.8815164566,3.06758999825,2.80053400993,2.69902682304,2.76084733009,2.78975915909,2.92624592781
139,3.26448417,2.99553966522,2.89940857887,2.82296347618,3.04012775421,2.88190078735,2.94117617607,2.83741354942,2.94630169868,2.94900226593,2.90054559708,2.89523148537
140,2.781800894,2.68593215942,2.66199851036,2.88597989082,2.74829983711,2.79364061356,2.91698098183,2.86827468872,2.68769645691,2.9574534893,2.93101096153,2.96336889267
141,3.239327367,2.87407684326,2.75543236732,2.72752070427,2.97341489792,2.76621937752,2.82435202599,2.84635782242,2.96934127808,2.92115139961,2.56282734871,2.79814314842
142,2.618883136,2.69644165039,2.78036594391,2.8354549408,2.70243787766,2.78566908836,2.8484992981,2.87007761002,2.91415452957,2.7330160141,2.89089822769,2.98704051971
143,3.148869379,3.0333468914,2.9183909893,2.81882810593,2.83325576782,2.91690611839,2.89852619171,2.76341080666,2.92198586464,2.63053441048,2.75584769249,2.9013531208
144,2.594291822,2.68855047226,2.78327465057,2.73566627502,2.61441302299,2.87970304489,2.85908579826,2.82296466827,2.74913692474,2.97260212898,2.77887201309,2.65746831894
145,2.743173148,2.64658951759,2.6909828186,2.69688367844,2.99766874313,2.83590459824,2.80762982368,2.99353671074,2.65617370605,2.79661273956,2.77271556854,2.68600511551
146,3.159141659,2.97445321083,2.93208098412,2.74566793442,3.11777949333,2.71599459648,2.73172998428,2.89125585556,2.61146736145,2.80864906311,2.64400172234,2.85522699356
147,2.746655811,2.71385884285,2.73660087585,2.85433745384,2.70645952225,2.77098011971,2.86311435699,3.04113769531,2.8484082222,2.84404683113,2.72513389587,3.02799630165
148,2.696567318,2.66275620461,2.89135885239,2.90933871269,2.60445070267,2.7870528698,2.81580638885,2.7955365181,2.76173615456,2.94624900818,2.72304940224,2.94688224792
149,2.974160807,2.97444176674,2.79622411728,2.88825535774,2.72437787056,2.89997816086,2.76556992531,2.86965203285,2.58324313164,2.80849885941,2.76259303093,2.72761178017
150,2.855543556,3.06356859207,2.71434950829,2.76307535172,2.84999275208,2.85124373436,2.74149703979,2.52919602394,2.81055164337,2.59961104393,2.73646712303,2.6418967247
151,2.509588912,2.66222238541,2.55294084549,2.74934792519,2.53639674187,2.53846764565,2.57836532593,2.67832565308,2.55488610268,2.57982540131,2.53870224953,2.51848959923
152,2.509588912,2.78137564659,2.56672644615,2.80815315247,2.54352068901,2.52658200264,2.5697927475,2.69179534912,2.56874704361,2.55893206596,2.54303455353,2.55805754662
153,2.617799515,2.81459236145,2.84029388428,2.90186619759,2.90332746506,2.68619060516,2.62692070007,2.73417639732,2.71955180168,2.88680124283,2.71822500229,2.76500725746
154,2.668283754,2.82283353806,2.8448009491,2.77134943008,2.77639245987,2.82319140434,2.83480429649,2.79097938538,2.88187265396,2.86400866508,2.76566672325,2.85509061813
155,2.627527598,2.73933601379,2.94388723373,2.77958703041,2.73471307755,2.90156626701,2.83683538437,2.7677218914,2.84020900726,2.94378471375,2.85146856308,2.89153289795
156,2.860157602,2.87152028084,2.72813200951,2.72676563263,3.05775308609,2.81422448158,2.79820108414,2.67656373978,2.79335474968,2.67613697052,2.84268593788,2.77635335922
157,2.951581428,3.12931895256,2.91379213333,2.72479772568,2.73735809326,2.8326728344,2.74505257607,2.86658430099,2.87064290047,2.5913643837,2.85697078705,2.69414639473
158,2.59284404,2.62276148796,2.65782546997,2.76984238625,2.69717168808,2.79579663277,2.71012687683,2.772387743,2.70848989487,2.65361809731,2.68453764915,2.64119982719
159,2.57241873,2.66618108749,2.65851831436,2.75554084778,2.75563001633,2.70635247231,2.57557868958,2.71696281433,2.77081274986,2.7740521431,2.66685605049,2.62281966209
160,2.86509253,2.62854814529,2.75566625595,2.73075485229,2.6357421875,2.71007037163,2.84091639519,2.67035531998,2.86381840706,2.73309612274,2.82280445099,2.84735155106
161,2.73940222,2.74879765511,2.70097994804,2.73793196678,2.83278369904,2.77902460098,2.42653179169,2.78629612923,2.95174741745,2.76748323441,2.89873623848,2.87019991875
