index,Value,xgb_dart,GBDT,Ridge,Random Forest,Lasso
35,2.8777555227262486,2.853242874145508,2.853469254185848,2.830078125,2.866570247456879,2.816187760587252
36,2.8777555227262486,2.907790184020996,2.8675189861299994,2.8253936767578125,2.8356464503137846,2.8440418786315904
37,2.97545093181875,2.9797096252441406,2.909932087525223,2.82904052734375,3.023696698232625,2.8249112007952215
38,2.97545093181875,2.981567144393921,2.947139827469324,2.8231201171875,2.922204638889153,2.8751293629878947
39,2.7831303106066674,2.7860069274902344,2.742129861557573,2.8111572265625,2.757900470298105,2.847281890475793
40,2.7831303106066674,2.845163345336914,2.8447844563852276,2.8111572265625,2.7949511124993895,2.8908773960465792
41,2.8341194166654167,2.7901406288146973,2.8127255109212905,2.8413543701171875,2.789429500332614,2.7718896452738013
42,2.8341194166654167,2.864750862121582,2.8602095685047924,2.852142333984375,2.8362457967165406,2.835986771495683
43,3.1338305606050003,3.1146485805511475,3.136747671252251,2.840789794921875,3.1287553265144856,2.9904129095388274
44,3.1338305606050003,3.1455185413360596,3.197086945946123,2.8438720703125,3.111170841594202,3.041847234779537
45,2.845201545454583,2.7712998390197754,2.7973464183006347,2.81903076171875,2.7670667941646943,2.892946393343283
46,2.845201545454583,2.8696815967559814,2.830738461040718,2.8397369384765625,2.85933356066375,2.9766242447991966
47,2.804543810605417,2.7772300243377686,2.759815404189906,2.83251953125,2.7414797646127638,2.7199421723128
48,2.804543810605417,2.8188467025756836,2.792588912072746,2.82122802734375,2.759806209017514,2.7417918168701014
49,3.2915247045458336,3.1504106521606445,3.1455747567834353,2.862060546875,3.0739803381736803,2.9715043948094353
50,3.2915247045458336,3.233618974685669,3.2421955542816887,2.860595703125,3.0901446129079213,3.024874740746748
51,2.9680374696983334,2.8911941051483154,2.881195083690484,2.8453826904296875,2.82220064603624,2.8986107470058085
52,2.9680374696983334,2.9818801879882812,2.9402848853181043,2.854583740234375,2.981447240063343,3.070072933971777
53,2.8644241249995828,2.814493179321289,2.819360130310532,2.826568603515625,2.7382873460533768,2.6656015560575743
54,2.8644241249995828,2.881955623626709,2.8521335849455647,2.8184814453125,2.7939384341018005,2.7093698089030385
55,3.1729173409095828,3.111403226852417,3.030349022698824,2.83990478515625,3.0285150868607635,2.8493711348060775
56,3.1729173409095828,3.207279920578003,3.168837975333662,2.8603363037109375,3.186003647603654,2.9634932434815786
57,2.999257371212083,2.9074573516845703,2.901780724878385,2.856414794921875,2.8267032624589215,2.8916953048011482
58,2.999257371212083,3.045923948287964,2.967565593548046,2.860992431640625,2.862862351961695,2.9946023981640275
59,3.0376010151512496,2.986346483230591,3.0702395464251295,2.79217529296875,2.9681495967114024,2.8147099409079797
60,2.6982371174241666,2.7869229316711426,2.7461526280346287,2.754730224609375,2.7401316918635645,2.893877249698677
61,2.465032837120833,2.6977293491363525,2.631350324598991,2.7869720458984375,2.7498427746561527,2.7769021941056784
62,3.1022917840904163,2.9752957820892334,3.014658255039584,2.782379150390625,3.0649930970801575,2.854111435201978
63,2.7737916401516665,2.7968015670776367,2.7280713612891505,2.80731201171875,2.79717316216752,2.8267356552644713
64,2.5935001388886105,2.652574300765991,2.676091666530045,2.7847900390625,2.750072361766393,2.741266382339723
65,2.6239309191916664,2.7631428241729736,2.7556903587285184,2.810546875,2.747475018851792,2.897316644539292
66,2.6159792247480564,2.806373119354248,2.9199310934817126,2.7667694091796875,2.90956659549412,2.7896032949458203
67,2.6250939318183333,2.6526241302490234,2.65102328537585,2.78070068359375,2.6474721238857226,2.6718987717546563
68,2.701172087120833,2.8778810501098633,2.647714316393007,2.775634765625,2.85193485711957,2.7522766558192924
69,2.7164298371212494,2.7391655445098877,2.7480510389577066,2.79608154296875,2.736019762201792,2.8549637077627175
70,2.7741930568175,2.799048900604248,2.7657835175623884,2.81854248046875,2.70950252309659,2.9284504589397264
71,2.5786576919197217,2.7457275390625,2.7353594802610504,2.7827301025390625,2.697663501846095,2.8218282887424047
72,2.8985573611116666,2.7176296710968018,2.605458885773574,2.77630615234375,2.629948591781538,2.713483619092144
73,3.2414208611108335,3.02866792678833,3.1558927555155374,2.804443359375,3.0095103289282923,2.8734408164382095
74,2.9878067234850003,3.0498716831207275,3.1035471964151293,2.84844970703125,2.9737673686708472,3.021895160644756
75,2.869226140151249,2.7441437244415283,2.7557339150538924,2.814483642578125,2.753916799788592,2.8813954019540593
76,2.9176920505052766,2.898041248321533,2.9360507446705917,2.8360748291015625,2.902599312165028,2.985604694419608
77,2.681241659091389,2.7545154094696045,2.765009328920948,2.8255615234375,2.6103457380902695,3.0480208820142582
78,2.8710524797972212,2.922295093536377,2.9279420132370064,2.8121337890625,2.9480114120454304,2.9629762204736205
79,2.9321518409091665,2.7678937911987305,2.7356681912320107,2.8284912109375,2.694115898905914,3.029405489043528
80,2.8585481189389994,2.831454038619995,2.793806985273935,2.812255859375,2.734777413069493,2.9689335789658746
81,3.167575393940417,3.0586369037628174,2.973770644767459,2.8483123779296875,2.979679666578729,2.8975429602592904
82,2.7381041560605417,2.9456052780151367,2.968173092239708,2.851287841796875,2.813172923670211,3.073103260342498
83,3.1726480151512497,3.069524049758911,2.9682788400535247,2.836517333984375,2.9751473179573873,3.0196661860384535
84,2.903242549242084,2.733983039855957,2.7783811985356746,2.817626953125,2.7942234981128684,2.937833340250134
85,2.9117059848487505,3.0195140838623047,3.065532275207341,2.838592529296875,3.0393555859488233,2.8963199944316322
86,2.9427593295454164,2.826277256011963,2.8524868070660094,2.8552703857421875,2.7229998974706286,2.993054845778296
87,2.6342583977283334,2.7087435722351074,2.637627682418659,2.736358642578125,2.641718210367698,2.795196698430455
88,3.315515136364166,3.2357075214385986,3.2522029600940483,2.86004638671875,3.202580756818416,2.9214379105762536
89,3.315515136364166,3.228641986846924,3.280376646779993,2.8798828125,3.2347981237799024,3.000414295281377
90,3.1901427727270844,2.9568111896514893,2.8727190022606766,2.86187744140625,2.838108592195458,3.072940654481509
91,2.8489684166679163,2.789243459701538,2.7973878219619834,2.8485870361328125,2.7927184604984903,2.817168877607893
92,2.8489684166679163,2.867894411087036,2.8317285763956623,2.865081787109375,2.8967818356064865,2.9098647823554398
93,2.968626496211667,2.8870720863342285,2.8594452110487576,2.84100341796875,2.6669611400253244,2.8468332483397734
94,2.968626496211667,2.9674503803253174,2.906837222244769,2.856201171875,2.8946331418202744,2.933583414772018
95,2.833847981060416,2.7699522972106934,2.8260712868599276,2.86224365234375,2.833367301903992,2.7658489646221307
96,2.833847981060416,2.8701395988464355,2.854209247191678,2.8688201904296875,2.8467089735670723,2.8337378632222596
97,2.7974188749995834,2.8041980266571045,2.7508382523485375,2.876251220703125,2.7958863814412913,2.7920794280316876
98,2.914493935605833,2.7858364582061768,2.836864400906461,2.849212646484375,2.680698740691118,2.8304753021997033
99,2.6902861060604986,2.7417426109313965,2.846155608105837,2.8328857421875,2.894726783912958,2.9158426425147814
100,2.5707335818185,2.684983968734741,2.668228642109738,2.83148193359375,2.719845529208454,2.899868254083335
101,2.805351297979444,2.841860771179199,2.7952221402628057,2.8416595458984375,2.8837864383228293,3.0078370581765848
102,2.4777652575758333,2.6793243885040283,2.658129990229675,2.858367919921875,2.717826169316141,2.6912639392671593
103,2.9313184583325,2.8526670932769775,2.8145162248356477,2.84332275390625,2.721742837093556,2.722354348927922
104,2.9313184583325,2.928359270095825,2.8503490177745516,2.859619140625,2.8922560990530064,2.8196670756635966
105,2.855838647726667,2.865593433380127,2.9005628572782607,2.840606689453125,2.9018741566216235,2.8294488826911244
106,2.5239994191922217,2.45436954498291,2.607345446363276,2.7676849365234375,2.665454948358994,2.7420728039682425
107,2.487453719696667,2.597196340560913,2.6948954075610763,2.726409912109375,2.692628317698475,2.7116623494048637
108,2.8043310757572217,2.8772552013397217,2.9641611240535775,2.71588134765625,2.911541727714403,2.72279610071148
109,3.0183552689383326,2.789457082748413,2.7957458029813878,2.82110595703125,2.701126625634675,2.7695988135953575
110,3.1800548977275,2.853363275527954,2.803449754367401,2.7813720703125,2.99853382376848,2.9228207568316558
111,2.814487545454167,2.758373975753784,2.709264536258867,2.7865447998046875,2.693468284472594,2.8349822776337565
112,3.051406034090833,2.845231533050537,2.8584636141557214,2.82073974609375,2.737571477921579,2.8233991270578906
113,2.676581234848749,2.7106051445007324,2.6101681029267763,2.84051513671875,2.641413214077459,2.780159657255548
114,2.592809897726667,2.7908942699432373,2.72210819050852,2.8203125,2.69423965677331,2.7948790623693327
115,2.9624291401516665,2.8670666217803955,2.9889746837793902,2.836822509765625,2.929931464694234,2.7937230293154958
116,2.7214452386375,2.8067190647125244,2.8989316479099765,2.8306121826171875,2.7927665118739027,2.6564167368276186
117,2.9688508787875003,2.9138119220733643,3.0646301840066594,2.801483154296875,3.024891253865674,2.87377601728742
118,2.8608070643945824,2.7152483463287354,2.7450822778304405,2.821380615234375,2.635088301792975,2.805111783436575
119,2.5178163598487497,2.7092678546905518,2.5707400045783872,2.8179931640625,2.587450534915024,2.780729591281356
120,2.5500920277777785,2.571782112121582,2.610459387807133,2.728424072265625,2.644107162942639,2.6833765878002835
121,2.552244474747501,2.587088108062744,2.603475454390716,2.7324066162109375,2.6500179395203856,2.760083623935166
122,2.836407742424167,2.8403782844543457,2.941536992613897,2.739776611328125,2.9144858859024585,2.8083123575413946
123,2.6806118358586115,2.6175882816314697,2.585296716874513,2.723114013671875,2.6741360475933966,2.7161629598936754
124,2.7470737393935,2.688034772872925,2.6674197731183553,2.756591796875,2.6677826337328874,2.8530782369679386
125,2.613716775253056,2.7118194103240967,2.6145052730090317,2.76763916015625,2.6052211247566346,2.7999654260536886
126,2.6335808005052783,2.6835081577301025,2.490576624689646,2.7755584716796875,2.663840657532306,2.6273891810895047
127,2.7202946388888884,2.7601449489593506,2.744680748222845,2.7860107421875,2.6251693585141114,2.6414791055205495
128,2.8136469898988885,2.8888843059539795,2.883930680928363,2.759063720703125,2.8299625203369043,2.6706794076343376
129,2.652038446969444,2.589437484741211,2.5974150392245177,2.76519775390625,2.603203150211736,2.788218928173706
130,2.733161914140833,2.658836603164673,2.78844084398649,2.76666259765625,2.6133204013803857,2.927327221675323
131,2.5265303358583333,2.5916738510131836,2.611390214889612,2.7341156005859375,2.6372487943636194,2.636206096721806
132,2.9667710909095826,2.7896523475646973,2.981511516351349,2.759002685546875,2.9126670660986167,2.6774669620987965
133,2.7098851704545828,2.736741781234741,2.674472562419651,2.81243896484375,2.7247925810666667,2.7696241866097395
134,2.7538493560604165,2.71355938911438,2.611980335616439,2.8321533203125,2.6730920325696688,2.642331095770769
135,3.2936579659087504,3.165865898132324,3.202354033078771,2.899932861328125,3.2015467345129833,2.7939804669324544
136,2.7279106325754165,2.8074517250061035,2.7160286813960646,2.8699188232421875,2.8203758401115975,2.7998441100000644
137,3.212445450757917,3.0773472785949707,3.039085455078979,2.881134033203125,3.1607907136000497,2.8279761307911007
138,2.3921322121216675,2.6927733421325684,2.7041107759301024,2.85302734375,2.6749080261853386,2.8423137628144057
139,3.264484170454166,3.1468207836151123,3.2125373137640385,2.86846923828125,3.224350134757278,2.887206672346046
140,2.7818008939391663,2.7934396266937256,2.765034906490748,2.8773193359375,2.790263385586731,2.722886826613621
141,3.2393273674245835,2.947148323059082,2.973886213106348,2.8746795654296875,3.098000446222782,2.983664096536336
142,2.618883136363333,2.70955491065979,2.7653112726701448,2.84454345703125,2.619547788053072,2.9569801931118054
143,3.1488693787883326,2.999974489212036,3.0868135611544196,2.842864990234375,3.0197056314393196,2.787324827746759
144,2.5942918219704163,2.6962625980377197,2.699957671510399,2.88763427734375,2.7074523200613125,2.7760083842205177
145,2.7431731477270835,2.8023455142974854,2.7765145931071875,2.86041259765625,2.986974935718153,2.8032206213790696
146,3.159141659090833,3.006822347640991,2.9782270822029995,2.8234710693359375,2.981419562872813,2.871806464344234
147,2.74665581060625,2.7015016078948975,2.721792221874761,2.835693359375,2.729052692316216,2.8190102565850053
148,2.6965673181816667,2.7212791442871094,2.6557089326440972,2.821380615234375,2.6087512969315556,2.723205719100476
149,2.9741608068174994,2.969406843185425,2.9237312681765126,2.8135986328125,3.0269263434983977,2.9508355760909106
150,2.8555435560605003,2.852069854736328,2.8481018841556507,2.792236328125,2.8197912333331194,2.6694414816139878
151,2.5095889116158334,2.577644109725952,2.541160744291127,2.7736968994140625,2.6002530376208868,2.7018148780698703
152,2.5095889116158334,2.5434839725494385,2.528911235922175,2.764434814453125,2.5288486205819867,2.7911477573141825
153,2.6177995151508333,2.9794039726257324,3.0713947887198896,2.817047119140625,3.030789832278278,2.876448416093112
154,2.6682837537879167,2.846230983734131,2.752074702449904,2.89190673828125,2.77036898584297,2.793207808926776
155,2.627527598485417,2.8042166233062744,2.7732296256632414,2.9178466796875,2.7266259620297353,2.8149829165627063
156,2.860157602273333,2.970081090927124,2.995089877125027,2.8752288818359375,3.1523458299900478,2.7843521721168227
157,2.9515814280295825,2.78792405128479,2.7548601748436985,2.89569091796875,2.8547994634201532,2.727178908642847
158,2.5928440404038886,2.5927062034606934,2.627790315014995,2.7294921875,2.627570520541516,2.77989992943748
159,2.5724187297988883,2.6426467895507812,2.605363723351628,2.76812744140625,2.6278184551478754,3.2988498376833646
160,2.865092530302916,2.7266077995300293,2.68786442455681,2.855194091796875,2.694896420327383,2.8298096381427467
161,2.739402219697084,2.7650415897369385,2.8704761678602724,2.7845001220703125,2.954966206479029,2.836687926920652
162,2.634898049242916,2.7699193954467773,2.663250011073013,2.82159423828125,2.7523251121709977,2.841800264791749
163,2.836436151515833,2.992624044418335,3.0189880911470572,2.830535888671875,3.1607775490724994,2.9071982071603015
164,2.9519707462124996,2.9559669494628906,2.9404681914808726,2.82958984375,2.9526613453183925,2.804179140930551
165,2.7456383219700005,2.714994430541992,2.7127702230144037,2.851837158203125,2.778294831348799,2.8418532721297125
166,2.598219439394167,2.661651134490967,2.708852960138301,2.7050933837890625,2.667109010496957,2.6936103380676624
167,2.775934757576249,2.700136423110962,2.7160771836049906,2.74127197265625,2.6722235928203544,2.6860295280009825
168,2.71284021212125,2.9439103603363037,2.997856593017158,2.85760498046875,2.9834037038039845,2.940278071200283
169,2.3614148964647224,2.5741379261016846,2.492083356579225,2.7935791015625,2.5599254862131806,2.6459745034200264
170,2.5636411792927767,2.8077149391174316,2.7127297280613187,2.825042724609375,2.6989910881672223,2.826139871345707
171,3.0850511969702774,3.032755136489868,2.956186684793347,2.7840118408203125,2.97780937905708,2.8149604943736355
172,2.377519378788334,2.519212245941162,2.5710396304887806,2.763214111328125,2.6722040839787415,2.6351024468211297
173,2.9036894772724997,2.7850420475006104,2.8524962892236623,2.80230712890625,2.846622446076819,2.706056333787343
174,2.7416257196975,2.7791173458099365,2.788160812554446,2.7762451171875,2.7620633438132502,2.7884588991201014
175,2.902701965909583,2.8608808517456055,3.099390601093998,2.80474853515625,2.8281324070707363,2.8325753975970174
176,2.8122027689391667,2.8270103931427,2.824097999907999,2.8049468994140625,2.7904582663993622,2.8457917634065506
177,2.7599964242424995,2.8607285022735596,2.9820210215779723,2.75225830078125,2.992750972449344,2.92901491390065
178,2.6533689318191667,2.693445920944214,2.706104072011338,2.782684326171875,2.6232688757185882,2.79881722330109
179,3.2295151969700013,3.051443099975586,3.0013565887806384,2.80413818359375,2.9840432625168627,2.8410278385655965
180,2.942394416667917,2.884148120880127,2.8675663302760928,2.789581298828125,2.786588396282304,3.003716593147343
181,3.0900070151504173,3.0255284309387207,3.03876337722618,2.7895355224609375,3.027937937420614,2.921874325184833
182,2.7757624659091675,2.793041467666626,2.7978535947077314,2.79547119140625,2.8059068120425836,2.8780443435485172
183,2.8191184810608334,2.875633478164673,2.8406967470794493,2.813079833984375,2.807198200458493,2.925218190097647
184,2.7429639583337497,2.8085954189300537,2.777492044353046,2.79547119140625,2.7803487136454472,2.7384680480171983
185,2.963629511363333,2.928739547729492,2.9544502367394494,2.866363525390625,3.062965320114736,2.802645232060696
186,3.127391098485834,2.97131609916687,2.9780679744512577,2.8444061279296875,2.9265185095241493,2.9420628532675597
187,2.9360859280312503,3.0024375915527344,3.06180517161401,2.8717041015625,2.9591230754029305,2.950360286363418
188,2.7739959431808336,3.011760711669922,2.9643480601628203,2.842254638671875,3.0031805677683794,2.826934261343868
189,2.841722784090833,2.862978935241699,2.934848419280475,2.7862548828125,2.876144939917128,2.7086303717478577
190,3.35342075,3.1241981983184814,3.085105085391437,2.801605224609375,3.0464578445332884,2.944774569853056
191,3.0837863863637507,3.031114101409912,2.9113082380932913,2.7877044677734375,3.1363917596623496,2.89284442243855
192,3.011142049242084,2.8884308338165283,2.771940181062932,2.813201904296875,2.7819960522158613,2.749402591931827
193,3.1685883068179166,3.127631425857544,3.131051388773292,2.822662353515625,3.0595185345748477,3.0459271249004103
194,2.7213495416662496,2.654146194458008,2.6547794330798107,2.8189697265625,2.6410679385899702,2.6447035853651557
195,2.6928653446966666,2.685152292251587,2.698942417755033,2.797821044921875,2.6600728992725586,2.8132239226137443
196,2.6151665757570832,2.7019095420837402,2.6612011781861287,2.8233184814453125,2.7261590306610257,2.6317567158634207
197,2.93180026515125,2.9028518199920654,2.9130838281838973,2.862457275390625,2.8843269424694387,2.8217970394153924
198,2.9802139867416666,2.9837522506713867,2.564410287848262,2.73583984375,2.6416882118104033,2.8738689131711226
199,2.8314966515154163,2.7056665420532227,2.657636486934485,2.73468017578125,2.766977244556514,2.9480149229686274
200,2.7425498750008326,2.7089645862579346,2.613372313889293,2.788604736328125,2.603203741457688,2.8378105610595608
201,2.5787735000012497,2.7810511589050293,2.7535983960476926,2.7576446533203125,2.7382454095373183,2.806109889616933
202,2.7497076742425013,2.703474760055542,2.681674155523771,2.73748779296875,2.71103537416709,2.7490628079565846
203,2.629675180343189,2.7027173042297363,2.660409773121621,2.738006591796875,2.588632753898176,2.7962477698602637
204,2.5988320479797227,2.632333517074585,2.538470643998248,2.7047119140625,2.5671996557496835,2.7500651968430545
205,2.3574198009824325,2.73555326461792,2.8080621480156696,2.68365478515625,2.915892252584949,2.7421113962549026
206,2.572338515151667,2.63934326171875,2.6516082934040996,2.7164764404296875,2.664138140564657,2.758240497918437
207,2.687268465907917,2.672950267791748,2.802217571683778,2.745513916015625,2.795512011643071,2.873381905155832
208,2.6291659810591668,2.6636743545532227,2.6420800624033665,2.711944580078125,2.7064931645322576,2.709071953217723
209,2.9587360151520823,2.7130374908447266,2.8369135720866523,2.73541259765625,2.850796910156583,2.815711063842773
210,2.9672830025250003,2.8022594451904297,2.839845328339365,2.769989013671875,2.80604038943918,2.754647467634395
211,2.643035222221944,2.7004101276397705,2.732864122738816,2.7439117431640625,2.764395002104296,2.74309304403985
212,3.0194293863636106,2.665076494216919,2.752787363140355,2.769866943359375,2.6300365567522297,2.653602027128166
213,3.040403151514582,2.928112745285034,3.089541667002803,2.8448486328125,2.917037455665639,2.8884754201615896
214,2.8717347196962506,2.721902370452881,2.774374915716271,2.83966064453125,2.810438095447613,2.8885303554828843
215,2.5619430681829165,2.6043179035186768,2.6130262917427647,2.81787109375,2.6470594778295276,2.6795965607175214
216,2.976135439395,3.0434021949768066,2.9100193653271216,2.8246917724609375,2.984063590749596,2.821280382575097
217,2.5142494621208336,2.696685552597046,2.7051787841598984,2.8582763671875,2.6359927429123746,2.7014594884455008
218,3.0191763598487498,2.994891405105591,3.0878135445523394,2.839599609375,3.0438323501525324,2.8812392144945385
219,2.6904530774407402,2.7857561111450195,3.0544088267035403,2.80352783203125,3.0336372649023557,2.959267876693528
220,2.8226209318179167,2.7750227451324463,2.6718374943221224,2.82733154296875,2.6843516111650474,2.6628312664449383
221,2.684921147727084,2.822582244873047,2.8279726730939534,2.7863006591796875,2.888431831739025,2.8387367698751538
222,2.676292512626111,2.817415475845337,2.7143486478683903,2.847930908203125,2.6644860368123195,2.843999197705754
223,3.0709346388886116,2.933959722518921,2.929614989435055,2.84844970703125,2.9336003860300837,2.8847596282832937
224,2.9817649848483327,3.0339243412017822,2.977358026507123,2.8140869140625,2.9264784446742724,2.897811116669736
225,3.08223808712125,2.876546621322632,2.9039723137444637,2.8001708984375,2.806365723874352,2.8541915937495186
226,2.6136988535347228,2.5464303493499756,2.6451191610254248,2.7917022705078125,2.709387954767946,2.6896842998086283
227,2.6863285833333332,2.776420831680298,2.6948707818200983,2.84747314453125,2.7157868017943327,2.7734079512163627
228,2.769121068182084,2.709510326385498,2.705494838702121,2.777984619140625,2.681858000305069,2.71304301964479
229,2.3859403901512497,2.4814646244049072,2.5229045740467266,2.71142578125,2.5273431242063475,2.7013608961009155
230,2.536356874999166,2.6059436798095703,2.604403021250261,2.75457763671875,2.618256282852683,2.7432855611433
231,2.8376247323236115,2.873465061187744,2.9216080871643544,2.8165740966796875,2.9084296977422133,2.8163738188304825
232,2.5249590732322225,2.6845128536224365,2.7472399075781078,2.81683349609375,2.6750391598798116,2.7186745226181332
233,2.516241555556112,2.650317668914795,2.600553039240514,2.82794189453125,2.6743773629794907,2.652212963467964
234,3.126440696969666,2.818228006362915,3.006121289349433,2.7022705078125,3.113241608932714,2.929798074189768
235,2.8340224621213883,2.6298561096191406,2.7118300630515715,2.717071533203125,2.6676999996406456,2.87329669696293
236,3.0048998257577773,2.949241876602173,2.8730752523833307,2.8138580322265625,2.9152282184361686,2.832013870734021
237,2.7242681792936114,2.7937841415405273,2.842488795371119,2.8199462890625,2.6085313927072087,2.84839942422235
238,2.8328890353527774,2.755850315093994,2.8124476748387157,2.834686279296875,2.7631232526153333,2.7091502741721003
239,2.831951083332778,2.8698129653930664,2.7543733632970184,2.76556396484375,2.869094731273356,2.861504806395114
240,2.6546023257572218,2.6566717624664307,2.5872031059831984,2.7685546875,2.6018009115855696,2.650826993842611
241,3.1357789444447226,2.8808107376098633,2.8829701952333124,2.7659149169921875,2.8478872741713124,2.792182750471352
242,2.6399200227275,2.608222484588623,2.4818136311179075,2.649658203125,2.642488282648944,2.791557175262672
243,2.472241170454583,2.517188549041748,2.516446464505618,2.70306396484375,2.515401663210766,2.6716173362215403
244,2.4691630643929168,2.3981289863586426,2.7139897338453793,2.6121826171875,2.8055171015768408,2.8307022396603534
245,2.2961838901520832,2.398381471633911,2.4823180478437337,2.64056396484375,2.498183769696875,2.5403468907528355
246,2.458598314393333,2.505502223968506,2.5472501905274316,2.6595916748046875,2.6371369121685713,2.7520492617263743
247,2.7016733560620825,2.5946619510650635,2.476096093759275,2.630157470703125,2.6572694845248748,2.8278803239255605
248,2.468450204545833,2.540493965148926,2.467671392032185,2.652099609375,2.565151306411903,2.529999278140137
249,2.5241426553025,2.559528350830078,2.5363754944262804,2.77435302734375,2.5448436637659784,2.6468796211019194
250,2.5759929696966672,2.5910747051239014,2.596525448025603,2.76544189453125,2.6165171101905087,2.6607820933877555
251,2.5378497500000003,2.519603967666626,2.527937674699419,2.8394012451171875,2.6463049090801944,2.6947699545930317
252,2.506554670455417,2.5961623191833496,2.625215406288803,2.7825927734375,2.6840430817615415,2.5758380803355996
253,2.941386454545417,2.703019618988037,2.682479018678477,2.778533935546875,2.6840022708379303,2.620064585147741
254,2.8507962575750017,2.8396944999694824,2.800279150789919,2.80517578125,2.696670356098903,2.723172938623656
255,2.7712728068183337,2.8961310386657715,2.935839349123136,2.771942138671875,2.9445983088179926,2.701718052891559
256,2.7603419734845835,2.7269203662872314,2.6990747963880386,2.8351898193359375,2.746177711866403,2.7264208480396173
257,2.8544025934336115,2.895073652267456,2.8320519517789076,2.72509765625,2.9037338765153473,2.8554795325181623
258,2.643564111111388,2.7331836223602295,2.704663068421706,2.744354248046875,2.703231945816996,2.833272051540819
259,2.485312184342777,2.6369566917419434,2.591657109610736,2.7520751953125,2.569957028038901,2.6628540335827093
260,2.623553575758333,2.640434980392456,2.585248544925564,2.77679443359375,2.5535854551066723,2.7003554234840124
261,2.453483984847917,2.5504910945892334,2.6001159020981053,2.7942352294921875,2.528470901299375,2.5692192010098194
262,2.4937691704554164,2.6522200107574463,2.597591823188789,2.8209228515625,2.626192345694238,2.746679923079961
