index,Value,xgb_dart_x,xgb_dart_y,xgb_dart_x,xgb_dart_y,xgb_dart_x,xgb_dart_y,xgb_dart_x,xgb_dart_y,xgb_dart_x,xgb_dart_y
12,3.112323341,3.05417943001,3.0574657917,3.11734056473,3.09999108315,2.73590445518,3.10027956963,3.08877754211,3.08109116554,3.08228087425,3.08393096924
13,3.112323341,3.06901979446,3.07905769348,3.13208413124,3.12607955933,2.76536512375,3.11998343468,3.12318134308,3.08933496475,3.08831477165,3.09662532806
14,2.756221803,2.83735537529,2.83807563782,2.78120231628,2.80355191231,2.48706531525,2.79276442528,2.78385519981,2.75682544708,2.77059435844,2.77804660797
15,3.122650814,2.88682103157,2.89266204834,2.99268579483,3.02517223358,2.68038368225,3.00189447403,3.00942564011,3.03634166718,3.04346227646,3.05550169945
16,2.952163652,2.61984658241,2.60280108452,2.87829756737,2.84179329872,2.61192536354,2.93689107895,2.96941256523,2.91496086121,2.86377024651,2.88459706306
17,3.068079987,2.86089301109,2.85654902458,2.80000782013,2.82757258415,2.51999902725,2.80965900421,2.82779502869,2.85118603706,2.84718561172,2.84885573387
18,2.652616912,2.83398199081,2.8292427063,2.64028406143,2.6802880764,2.38767266273,2.67613482475,2.68034720421,2.71228337288,2.6730825901,2.67156386375
19,2.954648254,2.95540452003,2.95452976227,2.94616103172,2.92842316628,2.61420726776,2.93427276611,2.94531822205,2.95717573166,2.91724348068,2.92597723007
20,2.739788864,2.78253340721,2.72597503662,2.70088362694,2.72820925713,2.41023468971,2.69695019722,2.68648219109,2.7334253788,2.73944163322,2.74270558357
21,2.908289216,2.95513296127,2.96652150154,2.86281371117,2.8811621666,2.57227468491,2.87113165855,2.87561988831,2.90166926384,2.86015629768,2.87116980553
22,2.911308341,2.95707392693,2.9651889801,2.77706027031,2.78329133987,2.48613977432,2.79149842262,2.78093838692,2.80653071404,2.79896140099,2.79874396324
23,2.77797922,2.76911830902,2.82052516937,2.78977823257,2.81410217285,2.47382593155,2.81911635399,2.81364059448,2.76201462746,2.72260189056,2.7507390976
24,2.561720852,2.86307621002,2.86101508141,2.666421175,2.70706057549,2.44652748108,2.73795604706,2.70078206062,2.7530298233,2.77960419655,2.81049442291
25,2.751734564,2.8052649498,2.8084924221,2.78798675537,2.79155898094,2.46720862389,2.78618979454,2.79317164421,2.79985833168,2.79096508026,2.78891015053
26,3.018343098,2.76895976067,2.77334833145,2.948792696,2.97515416145,2.60498809814,2.92719936371,2.93555212021,2.98496222496,2.97171378136,2.92690825462
27,2.69196539,2.79902601242,2.79612755775,2.72525548935,2.70912766457,2.43541765213,2.75226616859,2.75264167786,2.70751094818,2.69578504562,2.72066736221
28,2.722004799,2.76097774506,2.77535390854,2.7747631073,2.77332282066,2.45811700821,2.76039361954,2.77978825569,2.74456620216,2.73441696167,2.74432754517
29,2.769098405,2.82354879379,2.82926034927,2.84022116661,2.8109972477,2.50085830688,2.80598592758,2.81206798553,2.81882238388,2.81743955612,2.81883525848
30,2.649478629,2.85963964462,2.86524033546,2.83354973793,2.8330643177,2.49141287804,2.84794282913,2.84447145462,2.72746229172,2.7311809063,2.74875378609
31,2.962306311,2.6824297905,2.65635299683,2.85193157196,2.87748742104,2.58422112465,2.8842446804,2.89619231224,2.90034723282,2.92905545235,2.89407634735
32,2.732028564,2.84678077698,2.84630727768,2.70435452461,2.68803501129,2.38537502289,2.69376897812,2.67604780197,2.70212006569,2.74818611145,2.73859238625
33,2.94724567,2.95028305054,2.9459168911,2.87582206726,2.8625535965,2.55133509636,2.86975455284,2.86566543579,2.88447594643,2.8823890686,2.88535261154
34,2.94724567,2.7488591671,2.75571227074,2.89068198204,2.90397000313,2.57480216026,2.91567921638,2.90728807449,2.93547010422,2.94923353195,2.94986510277
35,2.877755523,2.84866833687,2.86420488358,2.8321158886,2.83293366432,2.53113555908,2.83265686035,2.84320235252,2.85415482521,2.84644913673,2.86159539223
36,2.877755523,2.84468889236,2.87171196938,2.87340736389,2.8866455555,2.5560708046,2.86208772659,2.88446235657,2.88715171814,2.87905454636,2.89409708977
37,2.975450932,2.87631106377,2.86733102798,3.02745127678,2.98025608063,2.65681934357,2.99694848061,2.98544239998,2.96130943298,2.96359372139,2.96757555008
38,2.975450932,2.96348905563,2.9653544426,3.04962611198,2.99287462234,2.6740064621,3.01935529709,3.00650262833,3.00072956085,2.99638032913,2.99050211906
39,2.783130311,2.90259861946,2.8938627243,2.7871067524,2.79030036926,2.47636365891,2.77407813072,2.76637411118,2.76611256599,2.78358888626,2.77453494072
40,2.783130311,2.92697453499,2.93066334724,2.86587977409,2.86576843262,2.52659845352,2.84033894539,2.83250713348,2.82365727425,2.81270265579,2.8214404583
41,2.834119417,2.79046368599,2.77167654037,2.74322557449,2.77021050453,2.47162723541,2.7920396328,2.79091143608,2.81018280983,2.80608844757,2.80125999451
42,2.834119417,2.99166941643,3.01989364624,2.85094404221,2.87324953079,2.5446434021,2.85429906845,2.86750268936,2.86602425575,2.86518216133,2.86129808426
43,3.133830561,2.95777273178,2.97075867653,3.10572600365,3.11943149567,2.77281093597,3.12581253052,3.11611032486,3.12465810776,3.12264108658,3.12499070168
44,3.133830561,2.96203041077,2.97247338295,3.11603236198,3.13721895218,2.78206729889,3.13127470016,3.13270831108,3.13251304626,3.1400308609,3.14299297333
45,2.845201545,2.89956879616,2.87608981133,2.87527918816,2.86550545692,2.52842211723,2.84704709053,2.8393342495,2.82013988495,2.82410907745,2.81376361847
46,2.845201545,2.90284919739,2.91740465164,2.89046168327,2.86998772621,2.56623053551,2.88367915154,2.89003944397,2.84778833389,2.85635209084,2.85326766968
47,2.804543811,2.87188196182,2.85306048393,2.79683589935,2.78372168541,2.46944236755,2.79139113426,2.78660011292,2.78777694702,2.77744626999,2.7945523262
48,2.804543811,2.8968975544,2.9029302597,2.83175969124,2.85542941093,2.5072760582,2.85279917717,2.8366317749,2.82513141632,2.83196282387,2.82391858101
49,3.291524705,2.87993216515,2.88740849495,3.06005334854,3.05822849274,2.71554493904,3.09560990334,3.09933900833,3.10170125961,3.13061761856,3.13850712776
50,3.291524705,2.99210548401,2.9864153862,3.17887568474,3.16544556618,2.82432866096,3.18344831467,3.19319939613,3.21707391739,3.21897029877,3.23204874992
51,2.96803747,2.86854243279,2.88100981712,2.82332086563,2.88252091408,2.56916022301,2.86389803886,2.86833167076,2.90766096115,2.88607239723,2.88704848289
52,2.96803747,3.0489153862,3.06110310555,2.99246883392,2.99569582939,2.65973138809,3.00574445724,2.98127365112,3.00814795494,3.00215196609,2.98833489418
53,2.864424125,2.89332747459,2.89446163177,2.8408036232,2.80542993546,2.50193667412,2.82215833664,2.82667279243,2.81262540817,2.82019615173,2.82495164871
54,2.864424125,2.90006256104,2.89888262749,2.88196539879,2.88626742363,2.575070858,2.89920020103,2.87790989876,2.87536716461,2.88145971298,2.88660025597
55,3.172917341,2.95326519012,2.93833255768,3.09736299515,3.08674144745,2.75168848038,3.09478187561,3.10191845894,3.10626101494,3.12081122398,3.12943315506
56,3.172917341,3.03500294685,3.0336265564,3.19591593742,3.20309329033,2.83773064613,3.20448637009,3.20315694809,3.20309686661,3.19339370728,3.19719362259
57,2.999257371,2.94416689873,2.94213747978,2.91768312454,2.92387509346,2.58453321457,2.93106722832,2.93166565895,2.95426678658,2.95886707306,2.96238851547
58,2.999257371,2.97478580475,2.97316122055,3.0059864521,2.99774503708,2.65850663185,2.98522996902,2.97519040108,3.02975058556,3.03104639053,3.032299757
59,3.037601015,2.81287765503,2.82541108131,2.87309765816,2.87886929512,2.54880547523,2.85649347305,2.85803627968,2.91131711006,2.95436167717,2.94116044044
60,2.698237117,2.78567004204,2.79718542099,2.68726348877,2.6977725029,2.44681072235,2.72984838486,2.72676849365,2.80035161972,2.81919598579,2.81086659431
61,2.465032837,2.77530479431,2.77502536774,2.7074406147,2.7127840519,2.46734237671,2.76130032539,2.76465058327,2.74244260788,2.75970029831,2.7574005127
62,3.102291784,2.8160007,2.86294817924,3.04330015182,3.06174659729,2.67525196075,3.01496171951,3.01981329918,3.00398159027,2.97064733505,2.94303965569
63,2.77379164,2.8172056675,2.792709589,2.8237953186,2.69866895676,2.43427038193,2.65505504608,2.69148612022,2.67008852959,2.67558145523,2.69094061852
64,2.593500139,2.70646381378,2.6775457859,2.59538149834,2.6078441143,2.33583378792,2.58035564423,2.6195435524,2.62611341476,2.62238383293,2.61045598984
65,2.623930919,2.62698125839,2.65131950378,2.65705370903,2.64812064171,2.35014867783,2.65159225464,2.67477726936,2.69622969627,2.76764011383,2.72557997704
66,2.615979225,2.60246920586,2.59899759293,2.7944715023,2.83424472809,2.46081352234,2.79201507568,2.80930304527,2.72241592407,2.78468871117,2.73793578148
67,2.625093932,2.83215332031,2.82625746727,2.69584703445,2.71567821503,2.37885189056,2.67806339264,2.67822051048,2.69025039673,2.68185353279,2.70336794853
68,2.701172087,2.90534853935,2.91515398026,3.07806324959,3.05563664436,2.64057183266,2.94838356972,2.96866989136,2.83566856384,2.81663918495,2.84840917587
69,2.716429837,2.75627470016,2.79428243637,2.76533198357,2.76744699478,2.43907833099,2.73937749863,2.72862052917,2.76916575432,2.78322505951,2.77503824234
70,2.774193057,2.82033276558,2.82221460342,2.81540751457,2.82215213776,2.49113273621,2.78071427345,2.68820428848,2.7507276535,2.80100941658,2.78171825409
71,2.578657692,2.80951738358,2.8109395504,2.78236675262,2.78089165688,2.47513532639,2.78744125366,2.78070259094,2.71171522141,2.73685693741,2.69284796715
72,2.898557361,2.79961442947,2.82259750366,2.77196907997,2.79001832008,2.46669268608,2.75434088707,2.77527284622,2.73561286926,2.75563907623,2.73796272278
73,3.241420861,2.91244411469,2.93261885643,3.08269548416,3.1041932106,2.67066574097,3.01184415817,3.00463008881,3.02826309204,3.06996846199,3.03333759308
74,2.987806723,2.83122253418,2.86319184303,2.95451498032,2.93597149849,2.61648440361,2.96594381332,2.97469615936,3.0268881321,3.04044008255,3.03789305687
75,2.86922614,2.76594281197,2.76971888542,2.81959033012,2.80918598175,2.49747848511,2.81886649132,2.84919452667,2.7737698555,2.75967359543,2.75455260277
76,2.917692051,2.76730418205,2.75631141663,2.7297039032,2.73785090446,2.49726390839,2.78786087036,2.80236196518,2.88028264046,2.833132267,2.88664126396
77,2.681241659,2.81046319008,2.80516457558,2.80964636803,2.82924628258,2.53049492836,2.84868454933,2.8749871254,2.77436304092,2.82002878189,2.81942343712
78,2.87105248,2.88271975517,2.87526512146,2.93875002861,2.93582224846,2.65133285522,2.96116709709,3.00419521332,2.93963003159,2.95273780823,2.97854042053
79,2.932151841,2.82380104065,2.83352541924,2.69968914986,2.71289157867,2.43288421631,2.71195721626,2.72971725464,2.77556347847,2.79734253883,2.79655313492
80,2.858548119,2.96158671379,2.95966434479,2.93258547783,2.93760061264,2.60663962364,2.94946932793,2.95116686821,2.87066698074,2.85654687881,2.85189461708
81,3.167575394,2.94307184219,2.93622207642,3.10397410393,3.05885076523,2.7513358593,3.11910438538,3.10603260994,3.12750983238,3.11251974106,3.1440179348
82,2.738104156,2.84628629684,2.84835934639,2.86755490303,2.87723040581,2.55513596535,2.89813780785,2.90441989899,2.93595194817,2.94262194633,2.94737529755
83,3.172648015,2.80972266197,2.79908776283,2.980686903,2.96333098412,2.65870141983,2.98888468742,2.98947024345,3.03766942024,3.03909301758,3.04648256302
84,2.903242549,2.75478172302,2.76673722267,2.78659105301,2.77916526794,2.50699615479,2.82597446442,2.81445813179,2.81049871445,2.79623007774,2.79622268677
85,2.911705985,2.950745821,2.94744634628,3.01885104179,3.03951597214,2.72435832024,3.07611012459,3.09509801865,3.03237056732,3.02865815163,3.03497457504
86,2.94275933,2.82278037071,2.8341383934,2.84850358963,2.85713577271,2.53287577629,2.85742306709,2.87401533127,2.84044647217,2.87891697884,2.86098718643
87,2.634258398,2.71534276009,2.71634602547,2.63740587234,2.68642282486,2.37554121017,2.69834971428,2.70893597603,2.66328787804,2.62193584442,2.6412653923
88,3.315515136,2.98548960686,2.97329974174,3.16024589539,3.17927193642,2.81291675568,3.1824836731,3.18505811691,3.2162027359,3.21326303482,3.21212267876
89,3.315515136,2.98518943787,3.00544571877,3.18581342697,3.17175340652,2.82556819916,3.20123028755,3.21502947807,3.22548985481,3.2145216465,3.22303962708
90,3.190142773,2.96444988251,2.99283838272,2.97289824486,2.95479464531,2.65134167671,2.97329688072,2.97956895828,2.95859718323,2.9444334507,2.93900156021
91,2.848968417,2.94032263756,2.9199025631,2.7725110054,2.78752660751,2.48764753342,2.80362868309,2.80595111847,2.81480503082,2.79711580276,2.79677534103
92,2.848968417,2.99744653702,2.9909787178,2.88876366615,2.86616706848,2.5756790638,2.89709687233,2.89253640175,2.87537407875,2.862180233,2.86363863945
93,2.968626496,2.96979212761,2.99151754379,2.8617374897,2.8739938736,2.56654214859,2.88587784767,2.88313579559,2.89185023308,2.88906288147,2.90726208687
94,2.968626496,2.92730951309,2.93692040443,2.94480538368,2.94576764107,2.63987565041,2.97377943993,2.98312997818,2.97468686104,2.96489953995,2.97206521034
95,2.833847981,2.99810647964,2.98592352867,2.84433031082,2.83999156952,2.50758075714,2.82333493233,2.84255599976,2.82504487038,2.82543635368,2.82785439491
96,2.833847981,2.81512451172,2.83457183838,2.8296444416,2.84107375145,2.54035615921,2.84507083893,2.87444400787,2.82044482231,2.81731200218,2.81279277802
97,2.797418875,2.73524904251,2.73271965981,2.73779034615,2.81993699074,2.48641395569,2.77075171471,2.79161977768,2.80949831009,2.82403683662,2.83252859116
98,2.914493936,2.79777550697,2.81007003784,2.75697278976,2.75840568542,2.46055698395,2.7720489502,2.78953838348,2.77212071419,2.79008126259,2.76082420349
99,2.690286106,2.67491102219,2.67998790741,2.84638333321,2.83353471756,2.50564908981,2.78886628151,2.78414750099,2.80461478233,2.62346887589,2.61357450485
100,2.570733582,2.73972392082,2.75388073921,2.66819524765,2.69487714767,2.39415121078,2.71570062637,2.71620869637,2.74470639229,2.68631291389,2.68873858452
101,2.805351298,2.72811722755,2.72408556938,2.82508945465,2.8326113224,2.48708319664,2.79986524582,2.78599333763,2.82632064819,2.78095579147,2.84898352623
102,2.477765258,2.8911550045,2.88808512688,2.62819266319,2.63961648941,2.34551906586,2.63997507095,2.64307355881,2.66446352005,2.68708848953,2.67622709274
103,2.931318458,2.84946107864,2.8250105381,2.81057786942,2.83005690575,2.53098678589,2.84366154671,2.84795212746,2.87214899063,2.86761808395,2.8717648983
104,2.931318458,2.85511112213,2.84341692924,2.87928175926,2.91522836685,2.59638905525,2.95276927948,2.9424238205,2.9396378994,2.92917442322,2.94437217712
105,2.855838648,2.73885393143,2.73537778854,2.98809170723,2.99242448807,2.53300881386,2.86282992363,2.8732676506,2.85380363464,2.87609100342,2.88061285019
106,2.523999419,2.68284773827,2.7115983963,2.5381526947,2.60555028915,2.32335853577,2.58077192307,2.54760551453,2.5670132637,2.50561785698,2.52221393585
107,2.48745372,2.78894495964,2.77713489532,2.72318720818,2.75015854836,2.38808465004,2.70773601532,2.71925377846,2.6945040226,2.66274642944,2.69944262505
108,2.804331076,2.77014946938,2.7790927887,2.97675132751,3.00033855438,2.58790707588,2.91760277748,2.92167019844,2.93251848221,2.91281032562,2.88297772408
109,3.018355269,2.92502212524,2.92925739288,2.7897028923,2.78742623329,2.52963638306,2.83689689636,2.81245279312,2.82508945465,2.84328460693,2.83641576767
110,3.180054898,2.81438755989,2.78894853592,2.94842863083,2.91853952408,2.59290599823,2.90546941757,2.89589309692,2.88139891624,2.91920423508,2.88581347466
111,2.814487545,2.95740652084,2.98646903038,2.79922580719,2.82687473297,2.51697087288,2.82567429543,2.82836103439,2.79085493088,2.81355881691,2.81455397606
112,3.051406034,2.91300392151,2.9386613369,2.91868162155,2.8523979187,2.5465631485,2.84619784355,2.83399367332,2.83254551888,2.80486726761,2.79593491554
113,2.676581235,2.81160616875,2.78306317329,2.69128727913,2.69501256943,2.41374349594,2.7490401268,2.71072101593,2.73478341103,2.74041557312,2.73256874084
114,2.592809898,2.80913519859,2.83339810371,2.80045294762,2.77548933029,2.48985743523,2.81238055229,2.83601593971,2.79905843735,2.7798678875,2.7803645134
115,2.96242914,2.94610118866,2.92569684982,2.85565400124,2.81872010231,2.47677850723,2.80992603302,2.81238627434,2.85503172874,2.84200906754,2.81133842468
116,2.721445239,3.01624631882,3.00491380692,2.92513918877,2.92897772789,2.61119222641,2.92635464668,2.88426709175,2.83567881584,2.80571651459,2.81030416489
117,2.968850879,2.56133055687,2.57799100876,2.80832266808,2.75671458244,2.55408477783,2.84076690674,2.86033987999,2.82588624954,2.87462663651,2.87083625793
118,2.860807064,2.72947263718,2.72684669495,2.61007475853,2.59121417999,2.37603855133,2.64317107201,2.6454668045,2.71355223656,2.69924283028,2.65764856339
119,2.51781636,2.79768252373,2.76557850838,2.72409629822,2.72097492218,2.45331525803,2.75151371956,2.7236032486,2.73205375671,2.77407574654,2.76545882225
120,2.550092028,2.77922582626,2.76639127731,2.62072396278,2.62055683136,2.35720419884,2.61354184151,2.6276705265,2.55543756485,2.55372953415,2.5633020401
121,2.552244475,2.67916083336,2.66982293129,2.61617088318,2.6299302578,2.30900144577,2.63740706444,2.63894319534,2.58010625839,2.58611869812,2.57562279701
122,2.836407742,2.84268712997,2.82175946236,2.96557736397,2.94024825096,2.61814546585,2.90616321564,2.93278241158,2.94644546509,2.86384248734,2.91477274895
123,2.680611836,2.7027990818,2.71707105637,2.68400835991,2.66368031502,2.35264277458,2.65025258064,2.67486190796,2.61201882362,2.62216186523,2.64709639549
124,2.747073739,2.67065739632,2.66343355179,2.63632249832,2.67801308632,2.31379413605,2.6250500679,2.6220870018,2.58993959427,2.6030664444,2.60001063347
125,2.613716775,2.69287443161,2.68904900551,2.64326953888,2.64304089546,2.40756082535,2.67520189285,2.68298530579,2.71341228485,2.71237325668,2.71749782562
126,2.633580801,2.72552895546,2.73268294334,2.608979702,2.62518882751,2.37107563019,2.65982890129,2.63586616516,2.72184228897,2.69031882286,2.67987847328
127,2.720294639,2.86607313156,2.84588217735,2.7414264679,2.7252471447,2.32608747482,2.67720341682,2.66152095795,2.7204656601,2.72635674477,2.7725713253
128,2.81364699,2.76553344727,2.77528381348,2.88606071472,2.91238689423,2.58035111427,2.89258098602,2.88885307312,2.85726451874,2.7579305172,2.83001613617
129,2.652038447,2.74149703979,2.73279070854,2.72562003136,2.71924805641,2.38836336136,2.68932127953,2.69750261307,2.70443582535,2.67051911354,2.68443346024
130,2.733161914,2.73139357567,2.72509717941,2.69861125946,2.55309128761,2.31553220749,2.60682201385,2.56458306313,2.66064810753,2.56950354576,2.57764577866
131,2.526530336,2.67812609673,2.70673823357,2.65495729446,2.61710357666,2.3804807663,2.64829945564,2.65888810158,2.64031934738,2.63215255737,2.62841725349
132,2.966771091,2.7841823101,2.80441951752,2.95436501503,2.94137072563,2.63803362846,2.98449897766,2.85554552078,2.89712882042,2.91344976425,2.86303329468
133,2.70988517,2.64771461487,2.66203761101,2.70486521721,2.71397662163,2.46464276314,2.77656555176,2.77207136154,2.74089288712,2.7777736187,2.76811361313
134,2.753849356,2.85451102257,2.8615064621,2.71733856201,2.74015140533,2.48670935631,2.77086162567,2.75536823273,2.77451014519,2.75879383087,2.78459596634
135,3.293657966,3.0466542244,3.04506993294,3.1737704277,3.20424342155,2.81495928764,3.10272073746,3.02853703499,3.10117554665,3.08649373055,3.10022616386
136,2.727910633,2.84649562836,2.85269498825,2.89144253731,2.86361527443,2.56221294403,2.89520025253,2.87120366096,2.85117292404,2.82081079483,2.80382871628
137,3.212445451,2.98418951035,2.99389386177,3.03898000717,3.06904363632,2.71793270111,3.07029676437,3.07221746445,3.01646518707,3.02906084061,3.03396010399
138,2.392132212,2.64838695526,2.65095853806,2.61334395409,2.66469883919,2.40311717987,2.69348931313,2.69780039787,2.67952299118,2.67733168602,2.68924379349
139,3.26448417,3.0770380497,3.08040928841,3.16127848625,3.17130470276,2.8104789257,3.13409519196,3.12119555473,3.19053125381,3.20193815231,3.19557499886
140,2.781800894,2.64021730423,2.61421108246,2.65177512169,2.66546607018,2.41862392426,2.7134308815,2.6997358799,2.7560479641,2.8063287735,2.76098442078
141,3.239327367,2.85604977608,2.86628222466,2.94697284698,2.95757007599,2.61645889282,2.98545956612,2.99170732498,3.00134587288,2.97820973396,2.91523599625
142,2.618883136,2.71970772743,2.72346520424,2.67898821831,2.66353583336,2.4173309803,2.71500778198,2.71313381195,2.6806845665,2.69157552719,2.70672917366
143,3.148869379,3.08617377281,3.09446024895,3.0089662075,3.05264425278,2.70164823532,3.04757881165,3.03742408752,3.00946211815,3.00676822662,2.97642064095
144,2.594291822,2.69238853455,2.67043781281,2.62980318069,2.5998339653,2.40307950974,2.69587779045,2.70422410965,2.78473258018,2.7590546608,2.71525120735
145,2.743173148,2.60680937767,2.60007023811,2.87345194817,2.89997315407,2.6316678524,2.96115589142,2.97864508629,2.90408015251,2.92454314232,2.83674907684
146,3.159141659,3.01268172264,3.03153467178,3.14856553078,3.07753419876,2.66648840904,3.00642085075,2.97878074646,3.05031299591,3.03645372391,3.04550147057
147,2.746655811,2.65589809418,2.67360758781,2.65901613235,2.6579144001,2.41761827469,2.70262670517,2.71116161346,2.67030692101,2.69926452637,2.70211315155
148,2.696567318,2.66601014137,2.68469548225,2.56834840775,2.60366177559,2.38853025436,2.68913459778,2.69025111198,2.69564151764,2.62884473801,2.66178274155
149,2.974160807,2.94171667099,2.96024227142,2.83417320251,2.8593313694,2.61612486839,2.96410393715,2.90777420998,2.8830974102,2.88690257072,2.88867902756
150,2.855543556,2.97655463219,2.97229552269,2.99583268166,3.00024223328,2.66967225075,2.88575100899,2.88052225113,2.80178570747,2.80585455894,2.74478292465
151,2.509588912,2.59446287155,2.59348225594,2.60271859169,2.57758808136,2.31970739365,2.58996558189,2.56295800209,2.58466982841,2.56354689598,2.55826830864
152,2.509588912,2.65213227272,2.64116621017,2.59040856361,2.52220749855,2.25970172882,2.53804326057,2.53015828133,2.56173491478,2.50800943375,2.54375481606
153,2.617799515,2.83133363724,2.78810667992,2.91114854813,2.90917921066,2.51969957352,2.86009645462,2.84945487976,2.93309569359,2.92364001274,2.87004637718
154,2.668283754,2.82136583328,2.82203483582,2.84723377228,2.84726071358,2.5624127388,2.85660982132,2.86101150513,2.85963749886,2.83618617058,2.85132670403
155,2.627527598,2.85557103157,2.86365246773,2.72104430199,2.74053692818,2.45881891251,2.74866819382,2.73792123795,2.77643871307,2.78078246117,2.79410409927
156,2.860157602,2.75143504143,2.76012444496,2.98629593849,2.96101617813,2.6590731144,2.99575042725,2.98867940903,2.93977808952,2.94773006439,2.97328686714
157,2.951581428,3.09429621696,3.10619044304,2.8737244606,2.84013080597,2.5729842186,2.87370944023,2.87701749802,2.77053451538,2.76004505157,2.77926778793
158,2.59284404,2.6194190979,2.63745284081,2.59857344627,2.66232848167,2.3780913353,2.66466021538,2.68159580231,2.64717888832,2.65312147141,2.6297018528
159,2.57241873,2.66214632988,2.65999031067,2.76112580299,2.70273208618,2.35232830048,2.65393710136,2.66153311729,2.62117743492,2.64391326904,2.60668206215
160,2.86509253,2.65897679329,2.63598275185,2.56495904922,2.58582758904,2.36044883728,2.64652872086,2.66498661041,2.63058924675,2.65602564812,2.65438914299
161,2.73940222,2.74505805969,2.73612999916,2.81951761246,2.8348839283,2.40915632248,2.68550252914,2.72846508026,2.74894452095,2.76803994179,2.76364326477
162,2.634898049,2.7598221302,2.72420430183,2.7051885128,2.68961381912,2.42773580551,2.72907733917,2.74149036407,2.7345020771,2.71239924431,2.68186402321
163,2.836436152,2.81134915352,2.79182624817,2.87079405785,2.8957157135,2.63465499878,2.94058680534,2.92374968529,3.01251626015,3.01461577415,3.00042724609
164,2.951970746,2.79431986809,2.77666401863,2.88830423355,2.89087677002,2.60662889481,2.92305040359,2.92658162117,2.94406580925,2.95358991623,2.97991061211
165,2.745638322,2.69809222221,2.68163752556,2.67362618446,2.68802022934,2.41785240173,2.70879125595,2.73024606705,2.70556735992,2.71104812622,2.71907806396
166,2.598219439,2.61570978165,2.58489060402,2.56071305275,2.62980461121,2.32066488266,2.65817832947,2.66846895218,2.68727183342,2.68829059601,2.70870399475
167,2.775934758,2.67295312881,2.67589235306,2.68512701988,2.68672823906,2.40850877762,2.72184944153,2.74276328087,2.70904302597,2.7348177433,2.75404310226
168,2.712840212,2.72820520401,2.72057509422,2.99276518822,2.9850230217,2.68788552284,3.04438614845,3.03806090355,3.02312493324,3.06137990952,2.97759628296
169,2.361414896,2.66437911987,2.64286375046,2.55690050125,2.57466030121,2.332239151,2.62827134132,2.64617848396,2.63842725754,2.63312530518,2.62576079369
170,2.563641179,2.87017941475,2.86874508858,2.6984372139,2.72644495964,2.45129346848,2.77824449539,2.75836515427,2.799888134,2.80864644051,2.80122494698
171,3.085051197,2.99000239372,2.96783733368,3.08355164528,3.10693907738,2.76355838776,3.04853534698,3.05406355858,3.03549194336,3.06581139565,3.04044604301
172,2.377519379,2.72210979462,2.7356338501,2.49419546127,2.51879429817,2.31487751007,2.57429504395,2.63683819771,2.48437333107,2.4512591362,2.44072008133
173,2.903689477,3.0284113884,3.0427236557,2.84656381607,2.77864670753,2.50220036507,2.74150443077,2.77566242218,2.79920530319,2.80215573311,2.80089855194
174,2.74162572,2.90546488762,2.91362428665,2.81545186043,2.82593536377,2.50161266327,2.81129455566,2.78484225273,2.77550435066,2.79824113846,2.79628038406
175,2.902701966,2.89591264725,2.91672611237,2.89988636971,2.79647326469,2.42112588882,2.68283128738,2.68748831749,2.75662541389,2.75570487976,2.79341340065
176,2.812202769,2.86906981468,2.84787583351,2.79165172577,2.78177189827,2.50778341293,2.82851004601,2.84532523155,2.79103279114,2.81459760666,2.80530786514
