index,Value,Random Forest,xgb_dart,Ridge,Lasso,GBDT
44,3.1338305606050003,3.111170841594202,3.1455185413360596,2.9676513671875,2.949864728644796,3.197086945946123
45,2.845201545454583,2.7670667941646943,2.7712998390197754,2.75537109375,2.886526157772766,2.7973464183006347
46,2.845201545454583,2.85933356066375,2.8696815967559814,2.82421875,3.021601780244688,2.830738461040718
47,2.804543810605417,2.7414797646127638,2.7772300243377686,2.7939453125,2.753508728796343,2.759815404189906
48,2.804543810605417,2.759806209017514,2.8188467025756836,2.81396484375,2.7502401059677704,2.792588912072746
49,3.2915247045458336,3.0739803381736803,3.1504106521606445,2.9481201171875,2.900600204653748,3.1455747567834353
50,3.2915247045458336,3.0901446129079213,3.233618974685669,2.982421875,2.9619900115629356,3.2421955542816887
51,2.9680374696983334,2.82220064603624,2.8911941051483154,2.9775390625,2.8715606226719097,2.881195083690484
52,2.9680374696983334,2.981447240063343,2.9818801879882812,3.0166015625,2.9709340849956445,2.9402848853181043
53,2.8644241249995828,2.7382873460533768,2.814493179321289,2.85595703125,2.7300728159715186,2.819360130310532
54,2.8644241249995828,2.7939384341018005,2.881955623626709,2.7957763671875,2.7535433025358222,2.8521335849455647
55,3.1729173409095828,3.0285150868607635,3.111403226852417,2.9462890625,2.797367269990059,3.030349022698824
56,3.1729173409095828,3.186003647603654,3.207279920578003,3.0478515625,2.875917226408842,3.168837975333662
57,2.999257371212083,2.8267032624589215,2.9074573516845703,2.896484375,2.888391720845073,2.901780724878385
58,2.999257371212083,2.862862351961695,3.045923948287964,3.03662109375,2.9810638787317867,2.967565593548046
59,3.0376010151512496,2.9681495967114024,2.986346483230591,2.7991943359375,2.8206206593063756,3.0702395464251295
60,2.6982371174241666,2.7401316918635645,2.7869229316711426,2.658203125,2.9187732384368643,2.7461526280346287
61,2.465032837120833,2.7498427746561527,2.6977293491363525,2.865234375,2.7495971750833204,2.631350324598991
62,3.1022917840904163,3.0649930970801575,2.9752957820892334,2.8330078125,2.8572913738145873,3.014658255039584
63,2.7737916401516665,2.79717316216752,2.7968015670776367,2.796875,2.9093415901082578,2.7280713612891505
64,2.5935001388886105,2.750072361766393,2.652574300765991,2.7996826171875,2.7608035718166866,2.676091666530045
65,2.6239309191916664,2.747475018851792,2.7631428241729736,2.8017578125,2.88330169582516,2.7556903587285184
66,2.6159792247480564,2.90956659549412,2.806373119354248,2.7138671875,2.8348486567191666,2.9199310934817126
67,2.6250939318183333,2.6474721238857226,2.6526241302490234,2.7529296875,2.8039560654351154,2.65102328537585
68,2.701172087120833,2.85193485711957,2.8778810501098633,2.71630859375,2.8440124221019363,2.647714316393007
69,2.7164298371212494,2.736019762201792,2.7391655445098877,2.7606201171875,2.861732066003011,2.7480510389577066
70,2.7741930568175,2.70950252309659,2.799048900604248,2.84375,2.9132781502752354,2.7657835175623884
71,2.5786576919197217,2.697663501846095,2.7457275390625,2.8388671875,2.8625903688643044,2.7353594802610504
72,2.8985573611116666,2.629948591781538,2.7176296710968018,2.6982421875,2.6820017812947374,2.605458885773574
73,3.2414208611108335,3.0095103289282923,3.02866792678833,2.79931640625,2.841576773554365,3.1558927555155374
74,2.9878067234850003,2.9737673686708472,3.0498716831207275,2.9876708984375,2.898263569669879,3.1035471964151293
75,2.869226140151249,2.753916799788592,2.7441437244415283,2.78662109375,2.814056358363628,2.7557339150538924
76,2.9176920505052766,2.902599312165028,2.898041248321533,3.0322265625,2.8985976898760297,2.9360507446705917
77,2.681241659091389,2.6103457380902695,2.7545154094696045,2.8037109375,2.9523920422187717,2.765009328920948
78,2.8710524797972212,2.9480114120454304,2.922295093536377,2.904296875,2.8959794684127242,2.9279420132370064
79,2.9321518409091665,2.694115898905914,2.7678937911987305,2.8831787109375,2.9846834603140238,2.7356681912320107
80,2.8585481189389994,2.734777413069493,2.831454038619995,2.94091796875,2.906309449814747,2.793806985273935
81,3.167575393940417,2.979679666578729,3.0586369037628174,2.96875,2.8394809047068947,2.973770644767459
82,2.7381041560605417,2.813172923670211,2.9456052780151367,2.93359375,2.9227415948110247,2.968173092239708
83,3.1726480151512497,2.9751473179573873,3.069524049758911,2.9541015625,2.9052998668461196,2.9682788400535247
84,2.903242549242084,2.7942234981128684,2.733983039855957,2.8133544921875,2.850124420505139,2.7783811985356746
85,2.9117059848487505,3.0393555859488233,3.0195140838623047,2.93603515625,2.8637058321507536,3.065532275207341
86,2.9427593295454164,2.7229998974706286,2.826277256011963,2.931640625,2.9243197572692448,2.8524868070660094
87,2.6342583977283334,2.641718210367698,2.7087435722351074,2.7138671875,2.778128365420602,2.637627682418659
88,3.315515136364166,3.202580756818416,3.2357075214385986,3.0771484375,2.834498617331812,3.2522029600940483
89,3.315515136364166,3.2347981237799024,3.228641986846924,3.1312255859375,2.9126227495253953,3.280376646779993
90,3.1901427727270844,2.838108592195458,2.9568111896514893,3.0009765625,2.9719224060249037,2.8727190022606766
91,2.8489684166679163,2.7927184604984903,2.789243459701538,2.884765625,2.687556449354409,2.7973878219619834
92,2.8489684166679163,2.8967818356064865,2.867894411087036,2.9462890625,2.783677582513892,2.8317285763956623
93,2.968626496211667,2.6669611400253244,2.8870720863342285,2.8603515625,2.717338624025859,2.8594452110487576
94,2.968626496211667,2.8946331418202744,2.9674503803253174,2.9261474609375,2.8237801962256492,2.906837222244769
95,2.833847981060416,2.833367301903992,2.7699522972106934,2.91845703125,2.7000893118787435,2.8260712868599276
96,2.833847981060416,2.8467089735670723,2.8701395988464355,2.912109375,2.7514286728621413,2.854209247191678
97,2.7974188749995834,2.7958863814412913,2.8041980266571045,2.9287109375,2.8267334159059443,2.7508382523485375
98,2.914493935605833,2.680698740691118,2.7858364582061768,2.76318359375,2.846638250010779,2.836864400906461
99,2.6902861060604986,2.894726783912958,2.7417426109313965,2.7806396484375,2.918357249778252,2.846155608105837
100,2.5707335818185,2.719845529208454,2.684983968734741,2.775390625,2.958403633326872,2.668228642109738
101,2.805351297979444,2.8837864383228293,2.841860771179199,2.916015625,2.9352059493882376,2.7952221402628057
102,2.4777652575758333,2.717826169316141,2.6793243885040283,2.833984375,2.7424685773881077,2.658129990229675
103,2.9313184583325,2.721742837093556,2.8526670932769775,2.88720703125,2.683611181564818,2.8145162248356477
104,2.9313184583325,2.8922560990530064,2.928359270095825,2.9427490234375,2.785300014616211,2.8503490177745516
105,2.855838647726667,2.9018741566216235,2.865593433380127,2.78564453125,2.851416343345321,2.9005628572782607
106,2.5239994191922217,2.665454948358994,2.45436954498291,2.4990234375,2.7507557625140167,2.607345446363276
107,2.487453719696667,2.692628317698475,2.597196340560913,2.537109375,2.769431942074638,2.6948954075610763
108,2.8043310757572217,2.911541727714403,2.8772552013397217,2.5263671875,2.7357161520294198,2.9641611240535775
109,3.0183552689383326,2.701126625634675,2.789457082748413,2.9041748046875,2.8050696584222985,2.7957458029813878
110,3.1800548977275,2.99853382376848,2.853363275527954,2.85302734375,2.8646590961302243,2.803449754367401
111,2.814487545454167,2.693468284472594,2.758373975753784,2.9072265625,2.8252001482639706,2.709264536258867
112,3.051406034090833,2.737571477921579,2.845231533050537,2.8603515625,2.805626147456231,2.8584636141557214
113,2.676581234848749,2.641413214077459,2.7106051445007324,3.00244140625,2.7477306289378,2.6101681029267763
114,2.592809897726667,2.69423965677331,2.7908942699432373,2.7791748046875,2.7573000235812763,2.72210819050852
115,2.9624291401516665,2.929931464694234,2.8670666217803955,2.94140625,2.707831516276888,2.9889746837793902
116,2.7214452386375,2.7927665118739027,2.8067190647125244,2.86328125,2.6492648659819933,2.8989316479099765
117,2.9688508787875003,3.024891253865674,2.9138119220733643,2.7978515625,2.818770494059733,3.0646301840066594
118,2.8608070643945824,2.635088301792975,2.7152483463287354,2.8466796875,2.8564076270605097,2.7450822778304405
119,2.5178163598487497,2.587450534915024,2.7092678546905518,2.8187255859375,2.752190111194242,2.5707400045783872
120,2.5500920277777785,2.644107162942639,2.571782112121582,2.6171875,2.755289026882383,2.610459387807133
121,2.552244474747501,2.6500179395203856,2.587088108062744,2.611328125,2.7407345966555403,2.603475454390716
122,2.836407742424167,2.9144858859024585,2.8403782844543457,2.7236328125,2.833214990195013,2.941536992613897
123,2.6806118358586115,2.6741360475933966,2.6175882816314697,2.64892578125,2.6878341684194775,2.585296716874513
124,2.7470737393935,2.6677826337328874,2.688034772872925,2.7054443359375,2.8861695498005178,2.6674197731183553
125,2.613716775253056,2.6052211247566346,2.7118194103240967,2.85205078125,2.7557066338723013,2.6145052730090317
126,2.6335808005052783,2.663840657532306,2.6835081577301025,2.783203125,2.684913797616516,2.490576624689646
127,2.7202946388888884,2.6251693585141114,2.7601449489593506,2.8115234375,2.700180671111804,2.744680748222845
128,2.8136469898988885,2.8299625203369043,2.8888843059539795,2.705078125,2.765857252030177,2.883930680928363
129,2.652038446969444,2.603203150211736,2.589437484741211,2.6136474609375,2.7397824132193023,2.5974150392245177
130,2.733161914140833,2.6133204013803857,2.658836603164673,2.677734375,2.9097272521983424,2.78844084398649
131,2.5265303358583333,2.6372487943636194,2.5916738510131836,2.626953125,2.6679820301714092,2.611390214889612
132,2.9667710909095826,2.9126670660986167,2.7896523475646973,2.6435546875,2.865100137414613,2.981511516351349
133,2.7098851704545828,2.7247925810666667,2.736741781234741,2.80126953125,2.7578164925723563,2.674472562419651
134,2.7538493560604165,2.6730920325696688,2.71355938911438,2.7835693359375,2.653937044260136,2.611980335616439
135,3.2936579659087504,3.2015467345129833,3.165865898132324,3.07861328125,2.8399343058923883,3.202354033078771
136,2.7279106325754165,2.8203758401115975,2.8074517250061035,2.853515625,2.84523640388649,2.7160286813960646
137,3.212445450757917,3.1607907136000497,3.0773472785949707,2.9208984375,2.850281631774129,3.039085455078979
138,2.3921322121216675,2.6749080261853386,2.6927733421325684,2.8193359375,2.8901490925928623,2.7041107759301024
139,3.264484170454166,3.224350134757278,3.1468207836151123,2.9075927734375,2.8306457053268965,3.2125373137640385
140,2.7818008939391663,2.790263385586731,2.7934396266937256,2.9140625,2.8117702741871433,2.765034906490748
141,3.2393273674245835,3.098000446222782,2.947148323059082,3.1201171875,2.8500410518538475,2.973886213106348
142,2.618883136363333,2.619547788053072,2.70955491065979,2.8046875,2.8970914052846473,2.7653112726701448
143,3.1488693787883326,3.0197056314393196,2.999974489212036,2.96923828125,2.7540786825855794,3.0868135611544196
144,2.5942918219704163,2.7074523200613125,2.6962625980377197,2.8856201171875,2.7689166486393546,2.699957671510399
145,2.7431731477270835,2.986974935718153,2.8023455142974854,2.7744140625,2.759311621117326,2.7765145931071875
146,3.159141659090833,2.981419562872813,3.006822347640991,2.943359375,2.8261857799365426,2.9782270822029995
147,2.74665581060625,2.729052692316216,2.7015016078948975,2.9453125,2.8208740373964387,2.721792221874761
148,2.6965673181816667,2.6087512969315556,2.7212791442871094,2.751953125,2.7548458309286104,2.6557089326440972
149,2.9741608068174994,3.0269263434983977,2.969406843185425,2.7967529296875,2.89637925817901,2.9237312681765126
150,2.8555435560605003,2.8197912333331194,2.852069854736328,2.7568359375,2.745362773634949,2.8481018841556507
151,2.5095889116158334,2.6002530376208868,2.577644109725952,2.7177734375,2.7576343235980714,2.541160744291127
152,2.5095889116158334,2.5288486205819867,2.5434839725494385,2.669921875,2.8915774675690273,2.528911235922175
153,2.6177995151508333,3.030789832278278,2.9794039726257324,2.7744140625,2.874790387710644,3.0713947887198896
154,2.6682837537879167,2.77036898584297,2.846230983734131,2.9320068359375,2.8470350184990556,2.752074702449904
155,2.627527598485417,2.7266259620297353,2.8042166233062744,3.03369140625,2.874753630300134,2.7732296256632414
156,2.860157602273333,3.1523458299900478,2.970081090927124,2.8369140625,2.8541341026675293,2.995089877125027
157,2.9515814280295825,2.8547994634201532,2.78792405128479,2.826171875,2.7407643924367884,2.7548601748436985
158,2.5928440404038886,2.627570520541516,2.5927062034606934,2.56640625,2.783849652585137,2.627790315014995
159,2.5724187297988883,2.6278184551478754,2.6426467895507812,2.6239013671875,2.826169912099153,2.605363723351628
160,2.865092530302916,2.694896420327383,2.7266077995300293,2.87890625,2.8123341123504293,2.68786442455681
161,2.739402219697084,2.954966206479029,2.7650415897369385,2.8095703125,2.7922845249015005,2.8704761678602724
162,2.634898049242916,2.7523251121709977,2.7699193954467773,2.7763671875,2.8180458182664125,2.663250011073013
163,2.836436151515833,3.1607775490724994,2.992624044418335,2.896484375,2.8598583822103727,3.0189880911470572
164,2.9519707462124996,2.9526613453183925,2.9559669494628906,2.8704833984375,2.8008523988109033,2.9404681914808726
165,2.7456383219700005,2.778294831348799,2.714994430541992,2.88720703125,2.8235881653909,2.7127702230144037
166,2.598219439394167,2.667109010496957,2.661651134490967,2.5361328125,2.7464296725248114,2.708852960138301
167,2.775934757576249,2.6722235928203544,2.700136423110962,2.7392578125,2.7161069535250335,2.7160771836049906
168,2.71284021212125,2.9834037038039845,2.9439103603363037,2.876953125,2.747636296384381,2.997856593017158
169,2.3614148964647224,2.5599254862131806,2.5741379261016846,2.6658935546875,2.6747589914147145,2.492083356579225
170,2.5636411792927767,2.6989910881672223,2.8077149391174316,2.7763671875,2.845919634591254,2.7127297280613187
171,3.0850511969702774,2.97780937905708,3.032755136489868,2.7548828125,2.8139395018067197,2.956186684793347
172,2.377519378788334,2.6722040839787415,2.519212245941162,2.630859375,2.662123223644738,2.5710396304887806
173,2.9036894772724997,2.846622446076819,2.7850420475006104,2.91162109375,2.7246833055022806,2.8524962892236623
174,2.7416257196975,2.7620633438132502,2.7791173458099365,2.7015380859375,2.826405317619694,2.788160812554446
175,2.902701965909583,2.8281324070707363,2.8608808517456055,2.88037109375,2.852904159974115,3.099390601093998
176,2.8122027689391667,2.7904582663993622,2.8270103931427,2.857421875,2.8009638555517884,2.824097999907999
177,2.7599964242424995,2.992750972449344,2.8607285022735596,2.7216796875,2.7918904248993117,2.9820210215779723
178,2.6533689318191667,2.6232688757185882,2.693445920944214,2.80517578125,2.794183858465034,2.706104072011338
179,3.2295151969700013,2.9840432625168627,3.051443099975586,2.9461669921875,2.816941094145553,3.0013565887806384
180,2.942394416667917,2.786588396282304,2.884148120880127,2.91357421875,2.952229010857062,2.8675663302760928
181,3.0900070151504173,3.027937937420614,3.0255284309387207,2.85546875,2.835243882391194,3.03876337722618
182,2.7757624659091675,2.8059068120425836,2.793041467666626,2.8701171875,2.7966618495763123,2.7978535947077314
183,2.8191184810608334,2.807198200458493,2.875633478164673,2.822265625,2.9218498345786177,2.8406967470794493
184,2.7429639583337497,2.7803487136454472,2.8085954189300537,2.7801513671875,2.711732759529778,2.777492044353046
185,2.963629511363333,3.062965320114736,2.928739547729492,2.88818359375,2.792883758135526,2.9544502367394494
186,3.127391098485834,2.9265185095241493,2.97131609916687,2.974609375,2.8300970610924203,2.9780679744512577
187,2.9360859280312503,2.9591230754029305,3.0024375915527344,2.9287109375,2.8683216473496915,3.06180517161401
188,2.7739959431808336,3.0031805677683794,3.011760711669922,2.89404296875,2.7888697008506917,2.9643480601628203
189,2.841722784090833,2.876144939917128,2.862978935241699,2.8289794921875,2.698009817985544,2.934848419280475
190,3.35342075,3.0464578445332884,3.1241981983184814,3.00341796875,2.853095017976664,3.085105085391437
191,3.0837863863637507,3.1363917596623496,3.031114101409912,2.8623046875,2.82077025857403,2.9113082380932913
192,3.011142049242084,2.7819960522158613,2.8884308338165283,2.98828125,2.709617500585678,2.771940181062932
193,3.1685883068179166,3.0595185345748477,3.127631425857544,2.9755859375,2.9339410122336087,3.131051388773292
194,2.7213495416662496,2.6410679385899702,2.654146194458008,2.6751708984375,2.6987667590463755,2.6547794330798107
195,2.6928653446966666,2.6600728992725586,2.685152292251587,2.5751953125,2.84412459807688,2.698942417755033
196,2.6151665757570832,2.7261590306610257,2.7019095420837402,2.720703125,2.6762667248544414,2.6612011781861287
197,2.93180026515125,2.8843269424694387,2.9028518199920654,2.955078125,2.810451684633959,2.9130838281838973
198,2.9802139867416666,2.6416882118104033,2.9837522506713867,2.85595703125,2.725842215291236,2.564410287848262
199,2.8314966515154163,2.766977244556514,2.7056665420532227,2.7078857421875,2.87701087820039,2.657636486934485
200,2.7425498750008326,2.603203741457688,2.7089645862579346,2.93408203125,2.7312419053664327,2.613372313889293
201,2.5787735000012497,2.7382454095373183,2.7810511589050293,2.83984375,2.849610104021421,2.7535983960476926
202,2.7497076742425013,2.71103537416709,2.703474760055542,2.716796875,2.7678042796378,2.681674155523771
203,2.629675180343189,2.588632753898176,2.7027173042297363,2.65283203125,2.754588898511602,2.660409773121621
204,2.5988320479797227,2.5671996557496835,2.632333517074585,2.6278076171875,2.7643976235162118,2.538470643998248
205,2.3574198009824325,2.915892252584949,2.73555326461792,2.55615234375,2.808688987672927,2.8080621480156696
206,2.572338515151667,2.664138140564657,2.63934326171875,2.6591796875,2.784804234635398,2.6516082934040996
207,2.687268465907917,2.795512011643071,2.672950267791748,2.7763671875,2.912701908196995,2.802217571683778
208,2.6291659810591668,2.7064931645322576,2.6636743545532227,2.7109375,2.7701902646058807,2.6420800624033665
209,2.9587360151520823,2.850796910156583,2.7130374908447266,2.6614990234375,2.8083759564340345,2.8369135720866523
210,2.9672830025250003,2.80604038943918,2.8022594451904297,2.7958984375,2.809836563595481,2.839845328339365
211,2.643035222221944,2.764395002104296,2.7004101276397705,2.650390625,2.7775739090184643,2.732864122738816
212,3.0194293863636106,2.6300365567522297,2.665076494216919,2.7626953125,2.7142152963208668,2.752787363140355
213,3.040403151514582,2.917037455665639,2.928112745285034,2.85888671875,2.7628822609859953,3.089541667002803
214,2.8717347196962506,2.810438095447613,2.721902370452881,2.8211669921875,2.850663716852835,2.774374915716271
215,2.5619430681829165,2.6470594778295276,2.6043179035186768,2.716796875,2.6562546438403345,2.6130262917427647
216,2.976135439395,2.984063590749596,3.0434021949768066,2.7607421875,2.7603126019805364,2.9100193653271216
217,2.5142494621208336,2.6359927429123746,2.696685552597046,2.9013671875,2.6605450128674097,2.7051787841598984
218,3.0191763598487498,3.0438323501525324,2.994891405105591,2.83251953125,2.756863952547028,3.0878135445523394
219,2.6904530774407402,3.0336372649023557,2.7857561111450195,2.8480224609375,2.861816774033653,3.0544088267035403
220,2.8226209318179167,2.6843516111650474,2.7750227451324463,2.85546875,2.7490622858002842,2.6718374943221224
221,2.684921147727084,2.888431831739025,2.822582244873047,2.775390625,2.862218358084404,2.8279726730939534
222,2.676292512626111,2.6644860368123195,2.817415475845337,2.7646484375,2.778023092815215,2.7143486478683903
223,3.0709346388886116,2.9336003860300837,2.933959722518921,2.95458984375,2.8985900452802853,2.929614989435055
224,2.9817649848483327,2.9264784446742724,3.0339243412017822,2.7547607421875,2.834186978140889,2.977358026507123
225,3.08223808712125,2.806365723874352,2.876546621322632,2.69677734375,2.8473621073273825,2.9039723137444637
226,2.6136988535347228,2.709387954767946,2.5464303493499756,2.6767578125,2.7347163152367147,2.6451191610254248
227,2.6863285833333332,2.7157868017943327,2.776420831680298,2.7841796875,2.7630765499429137,2.6948707818200983
228,2.769121068182084,2.681858000305069,2.709510326385498,2.76025390625,2.763475156329859,2.705494838702121
229,2.3859403901512497,2.5273431242063475,2.4814646244049072,2.6038818359375,2.7125498483285866,2.5229045740467266
230,2.536356874999166,2.618256282852683,2.6059436798095703,2.69091796875,2.745587145356175,2.604403021250261
231,2.8376247323236115,2.9084296977422133,2.873465061187744,2.6962890625,2.8240463529142015,2.9216080871643544
232,2.5249590732322225,2.6750391598798116,2.6845128536224365,2.6298828125,2.799618407371119,2.7472399075781078
233,2.516241555556112,2.6743773629794907,2.650317668914795,2.86181640625,2.7395573626899328,2.600553039240514
234,3.126440696969666,3.113241608932714,2.818228006362915,2.7591552734375,2.837724467663154,3.006121289349433
235,2.8340224621213883,2.6676999996406456,2.6298561096191406,2.72509765625,2.689491504941442,2.7118300630515715
236,3.0048998257577773,2.9152282184361686,2.949241876602173,2.8369140625,2.7389269979186754,2.8730752523833307
237,2.7242681792936114,2.6085313927072087,2.7937841415405273,2.6201171875,2.8818046306871707,2.842488795371119
238,2.8328890353527774,2.7631232526153333,2.755850315093994,2.8818359375,2.7268037446150712,2.8124476748387157
239,2.831951083332778,2.869094731273356,2.8698129653930664,2.7777099609375,2.8799834038756753,2.7543733632970184
240,2.6546023257572218,2.6018009115855696,2.6566717624664307,2.68359375,2.7322381899685793,2.5872031059831984
241,3.1357789444447226,2.8478872741713124,2.8808107376098633,2.7607421875,2.8418149827763544,2.8829701952333124
242,2.6399200227275,2.642488282648944,2.608222484588623,2.6064453125,2.800236238022245,2.4818136311179075
243,2.472241170454583,2.515401663210766,2.517188549041748,2.55419921875,2.661330371925731,2.516446464505618
244,2.4691630643929168,2.8055171015768408,2.3981289863586426,2.4661865234375,2.836509203008414,2.7139897338453793
245,2.2961838901520832,2.498183769696875,2.398381471633911,2.4306640625,2.644427392077831,2.4823180478437337
246,2.458598314393333,2.6371369121685713,2.505502223968506,2.5908203125,2.7786662982379937,2.5472501905274316
247,2.7016733560620825,2.6572694845248748,2.5946619510650635,2.5068359375,2.800994091568339,2.476096093759275
248,2.468450204545833,2.565151306411903,2.540493965148926,2.56494140625,2.63974797347412,2.467671392032185
249,2.5241426553025,2.5448436637659784,2.559528350830078,2.5755615234375,2.7109872148461087,2.5363754944262804
250,2.5759929696966672,2.6165171101905087,2.5910747051239014,2.56689453125,2.6724731230730274,2.596525448025603
251,2.5378497500000003,2.6463049090801944,2.519603967666626,2.4052734375,2.7286946298669736,2.527937674699419
252,2.506554670455417,2.6840430817615415,2.5961623191833496,2.6259765625,2.6272138200439805,2.625215406288803
253,2.941386454545417,2.6840022708379303,2.703019618988037,2.63037109375,2.711752330816539,2.682479018678477
254,2.8507962575750017,2.696670356098903,2.8396944999694824,2.7249755859375,2.7637307788403183,2.800279150789919
255,2.7712728068183337,2.9445983088179926,2.8961310386657715,2.6396484375,2.7089096778775956,2.935839349123136
256,2.7603419734845835,2.746177711866403,2.7269203662872314,2.8525390625,2.7763356051749977,2.6990747963880386
257,2.8544025934336115,2.9037338765153473,2.895073652267456,2.7109375,2.8151371211222243,2.8320519517789076
258,2.643564111111388,2.703231945816996,2.7331836223602295,2.80810546875,2.839173760067831,2.704663068421706
259,2.485312184342777,2.569957028038901,2.6369566917419434,2.7835693359375,2.714301452406216,2.591657109610736
260,2.623553575758333,2.5535854551066723,2.640434980392456,2.65869140625,2.743538923235898,2.585248544925564
261,2.453483984847917,2.528470901299375,2.5504910945892334,2.6796875,2.652878403846226,2.6001159020981053
262,2.4937691704554164,2.626192345694238,2.6522200107574463,2.7158203125,2.7116225805704617,2.597591823188789
263,2.531765268939167,2.6223562331378356,2.6649575233459473,2.6376953125,2.6784153807249793,2.622654978327307
264,2.5693538409091667,2.618920874330153,2.625779151916504,2.6522216796875,2.6862083114945707,2.617497255002014
265,2.467296670455,2.6125262967951777,2.5958244800567627,2.61279296875,2.6214090715227716,2.599174919083868
266,2.745617397727917,2.691427709598116,2.816681146621704,2.8095703125,2.8240846326417093,2.7400932939644136
267,2.8609133787891667,2.731789656431504,2.792802572250366,2.9091796875,2.8710325278212685,2.7480377446735136
268,2.6928882613641667,2.6967906791955274,2.7261979579925537,2.87255859375,2.874973529757982,2.64224686741864
